#node1	node2
P61106	Q14164
P26639	P30480
P07910	Q92879
P04637	P09884
Q13573	Q9UKV3
O15488	P13807
P13569	Q14444
P11142	P13569
Q14186	Q99856
Q07157	Q2M3G4
P29590	P40763
P22362	P32302
P16615	Q15628
P29597	Q08334
P84022	Q13219
O00574	Q99616
Q5XKP0	Q9BRX2
Q96SN8	Q9HC62
P48436	Q15233
P62070	Q04771
O60551	P20073
P10070	P78368
P62330	Q92538
P22004	P36894
P41159	Q8IU57
P15531	Q13232
P31689	Q9NPF4
O15541	O75643
P18146	Q92597
P30304	Q13464
P22888	P29992
O14907	Q13952
P60842	Q99459
O15264	O43318
P30480	P33993
P36897	P62879
Q5T5S1	Q93062
P60673	P68032
O60716	P06241
P05783	Q6WCQ1
O94822	P58753
P14317	Q12965
P21246	Q13087
P61927	P63173
P23443	Q9Y243
P04899	P51686
Q16637	Q96HA8
Q16658	Q9Y4K3
P61966	Q9Y6Q5
O00623	P40855
O75154	Q02241
P00519	P20774
Q09472	Q15672
P16885	P30273
P16871	P68363
P00533	Q13153
P15586	P16333
P32248	Q15835
P12277	Q8TDR0
P42224	Q05655
P15153	Q96QB1
P51571	Q13233
O00175	P49238
P12004	P62979
Q92633	Q9UK08
P29350	Q13241
P31749	Q9Y2T4
O14818	Q9Y244
P26641	Q92597
P62136	Q5JTV8
O14641	P61457
P49789	Q9UJU2
P01106	P19338
51639	Q14164
P06454	P52292
Q15834	Q9HC98
Q7L0Q8	Q8N264
P01106	P07858
Q70EL1	Q96FZ7
P17948	P21583
P17612	P42263
P41240	Q13573
O60684	P33316
O00273	P20718
O15297	Q6RW13
P05106	P17252
P01857	Q8IZC4
P63261	Q86UA6
P28702	P48552
Q07890	Q9HBH0
O43353	Q13114
O96000	P03923
A0JLT2	P42166
P62258	Q9UQC2
Q13233	Q9Y2X8
P04183	Q96EW2
Q8IXK0	Q99496
P13569	Q8WWM7
Q08379	Q9P289
P20333	P61619
P09038	P22607
P31749	Q9NUC0
P35080	P46783
Q13315	Q96RL1
406906	Q6WKZ4
P12236	P20333
P63104	Q7Z401
O14733	Q9NYL2
P01106	Q13571
Q92973	Q9UBU9
Q6IA69	Q9NTM9
Q13547	Q86X95
P12111	Q9HCN6
P62081	Q8WZA2
O15389	O43914
Q6P2Q9	Q92917
P62993	Q15078
P10275	P60763
O43889	P27361
O15379	P0C0S5
P18564	Q9HBI1
P62995	Q13247
P00533	P55075
Q14164	Q9UM54
Q01844	Q8NEH6
P02647	Q96MS0
P03372	P15531
P33993	Q9UBD5
P51817	Q92736
P05161	Q92985
P00441	Q8TCX1
O95166	P31644
P11171	P49458
P40425	Q8NB16
P07359	P40197
P48552	Q13285
P04040	P25786
O95178	Q9UI09
Q8NEM7	Q9Y6J9
O60499	Q9UEU0
P08047	P13501
P54257	Q06732
Q16665	Q92831
P61626	Q15653
Q9H160	Q9HAU4
O95125	Q8WTR7
P49736	P53350
P26583	Q9Y4K3
P15153	Q9BRR9
P04271	Q00987
Q13554	Q14643
O75616	Q14197
Q8IYD1	Q92900
P57740	Q13535
P61513	Q13233
P31946	Q9P0V3
Q9GZM8	Q9NYP9
P38936	Q15672
O14737	Q5T3J3
P30046	Q6XUX3
P17813	P27540
O00422	P04844
O15117	Q8N8S7
Q16637	Q9Y333
P05113	Q01113
P48736	Q9Y243
P21860	P40189
P50591	Q13546
Q13200	Q5UIP0
A0JLT2	Q9Y2X9
P18615	P61981
Q07889	Q53QZ3
P52434	Q9NW08
O14733	O43283
Q14161	Q96PE2
O00231	P51665
P07550	Q13639
Q12834	Q9BYQ4
P12757	Q9H160
P15311	P43146
Q9NS64	Q9UKB1
P17081	Q8N1I0
Q8IYF1	Q9BQD3
Q01804	Q9HC24
P56880	Q8N6F1
P22492	Q86U86
P34913	P41235
P0CG47	P46531
P14635	Q12834
P61077	Q9UPQ4
P49407	Q03431
P06756	P26012
P02778	P13611
O00422	P24385
O15264	Q66LE6
O75925	Q05516
Q00722	Q9ULV1
P52434	Q9NX70
O00175	P25024
P06239	P30307
P46783	Q07021
O15389	P41159
P05455	Q14164
P35968	Q9Y371
P25025	P50502
O75325	P18206
O75116	Q13315
P46094	P51671
Q9BWF2	Q9H832
P35354	Q09472
P10767	Q02763
P15151	Q495A1
P09960	P23508
O75369	Q9UKX5
P22607	Q15389
P78334	Q15111
P41743	Q92569
P52292	Q15653
Q8N3U4	Q8NDV3
Q14896	Q969Q1
P01106	Q9H3N1
P20073	P52742
Q7L0Q8	Q9P107
Q14164	Q9NR30
Q9UNQ2	Q9Y5V3
P27986	Q96RL7
P22681	Q06187
P07333	Q9Y6I3
P35241	P63261
P07550	P62633
407040	Q01094
P63092	P63215
P09211	Q12933
P42285	Q92945
Q13485	Q14186
P27361	Q04206
O60716	P29350
P26441	P31785
O14775	P67870
Q16576	Q9H160
P50993	Q9UEF7
P38646	Q14197
P45984	Q9Y5K3
P62913	P83731
Q16778	Q9UQL6
P05106	Q14315
Q07812	Q09472
P43146	P46783
P21554	P59768
O60383	P62308
P09661	Q7RTV0
Q01638	Q9Y4K3
O14733	P80192
P58062	P82930
O15264	Q07812
P19174	Q9H9L3
Q13315	Q9Y487
Q8NFH5	Q96HA1
P05107	P61224
Q96BJ3	Q96BK5
P54619	Q96B36
O14733	P45983
O95477	Q92796
Q92993	Q96L91
P49207	P62888
O15198	P05108
P02549	P11277
P01834	P02647
O00501	P56880
O95475	P50458
P10242	Q15759
Q9UF02	Q9Y5P8
P29474	Q8IU85
P98170	Q13490
O43543	O75771
P16152	P22392
Q14160	Q8IUQ4
Q13438	Q9UBV2
P50570	P62993
P67870	Q13625
Q14145	Q9GZQ8
P07949	Q9H4P4
A6NM03	P38405
Q01844	Q9BQD3
P01111	P27986
P42684	Q15653
P51817	Q9UD71
P30556	P30679
Q13237	Q9NPA1
O15520	Q15475
P54257	Q8N1C3
O15143	Q9Y6W5
P84090	Q9Y5B0
407009	Q96CW1
Q9BY42	Q9P2S5
P12931	P47928
P45983	P60953
P15104	Q9Y6X2
P62081	P67870
P32121	Q8NGX9
Q13326	Q92629
P19838	P25963
P55795	Q8WWY3
P25705	P63104
O75419	Q7L590
P35913	Q13956
P02749	P43629
P18146	Q9P0U3
O75385	Q8N122
P62333	Q9UNM6
P04049	P05771
406997	P00374
Q13526	Q96Q89
P10071	Q9UKB1
P25963	P55072
Q969J5	Q9ULV8
Q03164	Q96Q27
O14640	Q8TAA9
P18031	P62745
P22455	Q92914
P38405	Q8NH79
P21359	P62070
P13501	P18827
O43313	Q13535
Q16186	Q9UHD9
P38398	Q969G3
406881	P01116
P40145	P62879
P57739	Q16625
P33241	Q9H2X3
O60759	Q96L92
P10827	Q93074
P08670	Q16623
P04626	P62987
P62753	P62841
Q06124	Q13291
O43320	P21802
P20671	Q5QNW6
P24864	P30260
Q13315	Q8IZL8
P05771	P26012
Q7LBR1	Q9NP79
P16333	P42684
O75886	Q8IZH2
P15153	Q13233
O15551	O95832
P85299	P98175
P06401	Q13105
O60669	Q13424
Q12774	Q9H204
Q96MT3	Q9HAU4
Q15185	Q9NRG4
P23508	P52907
Q13573	Q15021
O95760	P55210
P99999	Q9H0C2
P38936	Q8NFF5
P31152	Q9UQC2
P41235	Q04721
P07602	P10912
Q16576	Q9Y4K3
P40879	Q13315
P61088	Q8IUQ4
O60934	P83916
P04637	Q92597
P05388	P61254
P01569	Q6UXL0
P08047	Q8WWI5
P0CG47	Q86WV6
O43927	P46094
O94850	Q96B97
O95433	P55157
P35222	Q96RT1
Q5JWF2	Q99527
P61289	Q96EV8
P17612	Q92736
P63096	Q8WZA2
P05386	P12956
Q13547	Q9Y6X2
Q9H9B4	Q9Y6K9
Q93062	Q9BTL3
O14965	P62140
P07948	P27361
P40429	P61927
P11362	Q9NRA1
O43663	Q15834
P40763	Q06124
Q96B97	Q99962
O75477	P30086
Q00987	Q9NY61
P07202	Q08334
P08134	P27986
Q16659	Q9NX36
O43255	Q16633
O14641	Q9NPG1
O75385	Q13131
P15622	Q08379
P46782	P62249
Q96MG7	Q9NXX6
P00533	P49023
Q12933	Q9UKE5
Q96A72	Q9Y5S9
P22392	P41227
P35626	Q8NH03
O43318	O43741
P17252	Q9Y2U5
P25786	P42898
O14939	P13569
P01116	P11362
P08133	P20936
O60503	P51817
P01889	Q86SX6
P55345	Q9BUJ2
Q08499	Q5VU43
P11171	P61803
P63261	Q13683
P19793	P27361
P10275	Q00535
Q15834	Q9GZT8
Q13191	Q99650
P49815	Q13526
P19012	Q9H4K1
O15514	P52434
O14896	Q02556
Q13535	Q9Y6Q9
P63261	Q6VMQ6
P41279	Q04206
Q00013	Q13188
Q13114	Q9H6S1
Q58FF6	Q9Y243
P49407	P51681
O94906	Q04206
P14618	Q9UJ70
Q9GZV5	Q9H204
O95400	P62136
O14733	Q9P286
O60641	P16220
P47869	P54257
O14641	Q9NZC7
P84022	Q13642
P60510	Q66LE6
O00585	P13611
Q16270	Q9Y5Y6
P62304	Q9Y4Z0
P03897	P03901
Q13573	Q14008
O96013	P61587
P18206	Q9NZT1
P13497	P49750
Q5JSL3	Q9H4E5
P14210	P35968
O14964	P06132
P23142	Q13361
Q9BS18	Q9UJX4
P40337	Q9HAV7
O60508	Q16629
P62136	Q96BA8
Q96IX5	Q9NRR5
O00487	Q16401
P20849	P48436
P17568	P56556
P62807	Q8IUE6
P12980	P32969
P19387	Q8TAQ2
P13164	P51532
P11217	Q9BT40
O43837	Q15286
Q8IXI1	Q9H7D0
P07948	P46527
P08107	P50542
P48736	P50151
O43463	Q16254
O75909	Q8NDX5
P27797	Q9Y4K3
P03971	Q92824
O15399	P62140
C9JDP6	O95471
P32121	Q8NGN2
P37231	Q13547
P28799	P80370
P24385	P36402
Q9Y376	Q9Y5L4
P21281	Q13510
O60603	Q13200
P45983	Q03112
P06241	P06493
P23443	Q8N122
P62330	Q8N1F7
Q13315	Q86XL3
P61981	Q9NYF8
Q01082	Q9H9G7
Q15334	Q9NPB6
O95782	Q92963
O14713	P68104
P53567	Q16534
P32121	Q8NGE3
P63261	Q13233
O14709	Q13263
Q13443	Q9UI95
P21673	P49903
P62873	Q92569
O60232	P51946
P18146	P53779
P10244	P63208
P21854	P43405
P16070	P25391
P15408	P17544
P33993	Q14192
O15379	Q9UKV0
P61964	Q9NZJ0
P29992	P35368
P51668	Q9NZS9
Q00978	Q15646
P01138	P07333
Q93062	Q96PU8
Q96DI7	Q9BUQ8
Q9H3U1	Q9Y5J5
P04637	P67775
P22681	P35222
P10155	Q13315
P36897	Q13485
O15392	P55211
P05067	Q9UQF2
P53680	Q2TAY7
Q6UXL0	Q9ULV8
P20226	Q13487
Q96A23	Q99417
P26006	Q14192
Q75N90	Q92569
P16220	P31751
P14649	Q9BZL4
P04637	P54646
Q9ULQ0	Q9Y3A3
Q00005	Q9HCC0
P0C0S5	Q9GZN1
P04637	Q15796
O00571	Q14164
P60709	Q99459
P22694	P53778
Q96RL1	Q99879
P63261	Q13352
Q12972	Q5RL73
Q13616	Q9BQ83
Q99877	Q9UBL3
P09669	Q8IXH7
Q16595	Q99798
P10071	Q9ULK4
P84022	Q12955
Q14194	Q96SN8
O95997	Q8NHZ8
O94762	P36954
P56880	Q96B33
P22455	Q9NSA1
P16885	P63098
P51149	P62491
P13501	P46092
Q6VMQ6	Q9Y692
Q96RN5	Q9BTT4
P62158	Q08462
Q92633	Q9P2W3
Q7Z4H7	Q96CS2
P15056	P31946
Q6UWZ7	Q9NWV8
Q99877	Q9UQL6
Q99700	Q99962
P24666	P40337
P13569	P34925
P63173	Q9Y3U8
P08754	Q9BXA5
P30086	Q9UET6
406967	P00374
P38432	Q16594
P20823	Q9Y463
P12236	Q02156
P21802	Q8WYR1
P48443	Q9NVC6
A0JLT2	P52435
P31946	P55851
P35626	Q9H255
O43683	Q13315
O95372	Q9Y3C7
Q92621	Q9NRG9
P16144	P42336
O14901	Q504Q3
P62993	Q8WV28
O60563	Q15545
P10914	Q01658
P50591	Q14653
P61224	Q96FS4
P43246	P54132
P48551	P52630
Q8NHH9	Q9NS25
O15226	O75569
O00505	O15151
P17275	P53778
O43918	P62993
O00141	O75828
P42229	P46109
P19634	P51817
P01106	P56270
P38405	Q9Y585
P06748	Q86U42
P06241	Q9Y4K3
Q8N7P3	Q8NI35
P11021	Q14790
P18124	Q07020
P02768	P07711
Q00005	Q9NWZ3
Q05516	Q14192
P09601	Q01085
O00590	P80075
P51681	P62993
P46782	Q9Y6K9
P62993	Q05655
P36956	Q8WVJ9
P04843	Q92782
O75376	Q96EB6
P46734	Q99683
O14497	Q9UJX2
O15055	Q96EB6
P10276	P12755
O60437	Q14289
P08572	P16144
P11717	Q9UJY5
O95685	P62158
P62979	Q99759
P01106	P35251
P55199	Q9NQC3
P23921	P30480
P26232	P63104
P62263	Q04206
Q04206	Q99757
P11021	P31946
P30450	Q07444
Q16555	Q9NRI5
O15516	Q92831
P22694	Q14957
P21554	Q9P2W3
O60844	Q9UMX0
P10321	Q14952
Q03135	Q05193
P51828	P59768
O14744	Q92561
P09471	Q9ULW2
O94864	Q9BRQ0
Q8N5F7	Q9UJV9
P10398	Q02750
P15153	Q13616
P60953	Q00587
Q13042	Q13257
Q9H0L4	Q9UMX0
Q6P1M3	Q9BYG5
P45984	P51452
P50991	Q66LE6
O00471	Q9Y678
P26038	P60568
P35813	P50750
O15379	P28702
P04637	Q8N9N5
P11047	Q9UKX5
Q99759	Q9GZR1
O15530	Q9H814
P38405	Q8NGR6
P42336	Q9Y259
P20823	P62258
P15880	P62266
P13073	Q14197
O14641	P36575
P04745	Q92667
P51636	Q9UGM3
Q14814	Q16539
Q15173	Q9UF02
O75335	Q9UPW5
O76070	P27361
P04629	Q9Y2R2
Q99436	Q9Y5K5
Q15393	Q8WXA3
O95477	Q96RT1
O95347	P01106
Q9UBW8	Q9Y239
O14867	Q86YC2
P17252	Q96A00
O43252	P16220
O60231	Q9HCS7
O75164	Q16695
Q14596	Q99828
O15160	Q13573
P12956	Q6ZU52
O00327	P23025
Q96Q05	Q9Y6K9
Q12933	Q96RJ3
P10415	Q9Y243
Q6R327	Q8N122
P17028	Q92993
P52298	P52597
P05387	Q02878
P29034	P52292
P22681	Q6UXL0
P28482	Q15797
P01106	Q9H0J9
B0I1T2	P02786
P24468	Q13227
P13612	Q13753
Q12929	Q9UQB8
P34820	Q13253
Q96FX7	Q9UJA5
Q96B18	Q9NRD5
Q14197	Q8N5N7
P47914	P62899
P49716	Q15758
P04899	P32248
P68104	Q9NX18
O75964	P00846
P06737	P84022
P07199	P09874
P35579	P61586
O14788	Q16560
P04406	P24522
O15111	Q8NI38
P46940	Q00005
P00533	Q9NQ66
P01375	P28482
Q9NVI1	Q9Y2Q3
P31268	Q03164
P26367	Q8N474
O95704	Q06481
O43320	P35968
P17612	Q16629
P04234	P06241
Q01844	Q5VWX1
Q8WWN8	Q96B97
P01106	Q9UHX1
P38398	Q15853
P08581	Q9HAU4
P40225	Q14627
P01106	P48449
P08754	P21554
Q6VMQ6	Q96CS7
Q9NSB4	Q9ULA0
P07101	P14416
Q13315	Q6UXV1
P51610	Q96ES7
P35626	Q8NGI6
O14717	Q13432
Q14683	Q9NP77
P31995	Q9H2G2
Q9BZX2	Q9HC98
Q13557	Q92736
P02776	P49238
P17252	Q15139
Q5T9A4	Q9H9G7
P0CG48	P10914
Q15653	Q9H9Y6
O60841	Q13573
O60925	Q8WUW1
P22392	Q15365
P0C0S5	P56524
P38405	Q8NH72
P13637	P28482
P06213	P29353
P17706	Q12933
P12107	Q9UKX5
Q15843	Q16531
P08107	P48436
P01106	Q9H6H4
P05062	Q8NFJ9
O14757	Q13573
P01570	P10912
O75937	P09651
P15880	Q14451
Q13263	Q96SB3
Q96S55	Q9H0E2
P14678	Q15477
O75554	Q9BUQ8
O00429	Q99459
Q8N752	Q9Y2T1
P01106	Q13287
Q08209	Q9UIK4
A6NKT7	P61956
O00253	P54619
P53350	Q9UKT4
O14543	Q8N6P7
P22626	P38159
O00254	P08311
P53355	Q7KZI7
P04899	P51685
P22681	P42338
P55795	Q9BUJ2
P58876	Q9UKV0
P23396	P62280
P15391	P16885
P32121	Q8NGL0
P11142	Q9BXP5
O00144	Q9H1J5
P26641	Q9HC52
P05455	Q9Y478
P01303	P11229
P50549	Q13164
P15509	Q01196
P02768	Q9P0X4
O96008	P01889
P04183	Q9UNN5
P56704	Q9Y5W5
O60674	P13232
P36896	P98170
Q96H20	Q9GZT8
P19105	P40337
P01100	P17252
Q8TEW0	Q92692
P24394	Q05513
P35568	P35916
P35527	Q92844
P51610	Q93079
P38405	Q8NH87
Q92624	Q9H1J7
P63215	Q15147
A6NF89	P32121
406957	Q8WYQ5
P46783	P62266
O00141	P52272
Q13137	Q9BQY9
Q13555	Q92736
P84095	P85298
P46100	Q9Y383
P30281	P40763
P06703	Q9HB71
Q9BYM8	Q9NYJ8
P08107	Q9Y4G8
P02458	Q13797
P46778	P62891
P32456	Q13188
Q96T60	Q9UHI6
P43657	Q9UBI6
P22694	Q92793
Q13547	Q16778
O43508	Q8N302
P04637	P84022
Q13573	Q16576
Q92574	Q9P0N9
P55036	Q16401
P46019	Q6ZSY5
P12236	Q92597
A0JLT2	P27707
O00459	Q9Y4K3
O43678	O95299
O95139	P03891
P10914	P42226
P21580	P61981
P10828	Q09472
P05771	P31995
P52756	Q14103
Q13105	Q13887
P19429	Q9Y2T4
P62158	Q08209
P39023	Q9UKV8
P05305	Q7L5N1
P51828	Q5JWF2
P22694	P62158
P56537	Q92665
O60721	P00519
O95371	P38405
O15047	Q6DRA6
O00555	P04899
P23246	Q15233
P61586	Q92608
P21333	Q9Y6K9
P48023	Q9NSI8
Q13474	Q9Y4J8
O14508	Q5VWK5
P18146	P61978
P05771	P19438
O15155	P25208
Q7Z6G3	Q9BU64
O14939	Q92569
P04040	P98177
Q06124	Q8N6P7
P08631	P22681
P02778	Q92985
Q9UI95	Q9UJX2
P00533	P54760
Q8IY31	Q8TES7
P28482	Q15349
P61353	P62888
P16402	Q13185
P61160	Q9Y4K3
P84085	P98175
P16104	P34931
P62328	Q13432
P61956	Q99607
P49841	P57678
Q13547	Q99459
Q02363	Q06710
P22301	P35228
O15360	Q8WXE1
Q13315	Q9UQB3
Q09472	Q9Y230
P14859	P55347
Q12933	Q8N2X6
P35637	Q15637
P01574	Q04864
P78543	Q99873
P49888	P52849
O95639	Q6P1J9
P01569	Q99665
P28749	Q9Y605
P61254	P62987
P84103	Q07021
Q12824	Q13315
P04637	P20226
P04628	P52951
P04439	P43630
P29320	P62158
P62910	Q96BK5
P11474	Q9UPN3
Q13237	Q9UKL4
P04637	P40692
P51888	P98160
P63104	Q16658
P05783	P31946
P28749	P30281
P49888	Q13432
Q9H1J7	Q9ULW2
O14775	Q15147
P01112	Q8WYR1
P26012	P53420
P16104	P78527
Q99459	Q9BTC0
P13232	P14784
P08107	Q9H816
P61981	Q9H0H5
P30511	Q8N109
P18084	P21333
Q13009	Q8TEW0
Q12905	Q15428
O15169	Q14134
Q13619	Q9BW61
O95149	Q13573
Q6ZRQ5	Q969H0
P60228	Q9HC44
P62750	Q9Y3U8
P01023	P09038
Q9BZL1	Q9HAZ1
O95870	Q9BVK8
P78527	Q9UBU8
O75159	Q08334
Q04721	Q8NES3
Q13233	Q92598
A0JLT2	P24863
P17987	Q9Y2T4
P35626	P46094
P41182	Q9ULV5
406957	Q92908
O14965	Q13315
P06899	Q12962
P31751	P36873
O15287	O96006
P12757	P23142
O75533	Q9UKV8
P50552	P63261
P51817	Q32MK0
Q99700	Q9NWB1
Q13315	Q9NV56
P05771	P22612
O00203	P36575
O43242	P01106
P25398	P62263
Q13867	Q8WVZ9
P07996	Q05397
P01106	Q9H2E6
P04899	P48544
P12757	Q12873
P25445	P55210
P35626	Q8NH83
P11142	P32121
P62140	Q9BXT2
Q9BWD1	Q9UET6
Q09013	Q9NRR5
P32121	Q6IF42
P01243	Q15019
P24864	Q9Y468
O75173	P01011
O15111	P08107
P01106	Q96KQ7
P10914	P61073
Q12851	Q16584
P04049	P31751
Q14746	Q9H9E3
Q16643	Q9BVJ7
Q15021	Q8NEM0
Q8N806	Q96DH6
P05112	Q15306
O75956	Q9NZJ5
P49748	Q14197
P17252	Q9H0R8
P15498	P43403
O00444	Q12873
P34931	Q15628
Q14204	Q3ZCM7
6702	Q92995
Q13555	Q14432
P23508	P41227
P63165	Q99459
P12236	P19174
P01116	Q13554
P29350	P52333
Q16394	Q93063
Q96B02	Q9NZS9
O60293	Q15834
O95757	P23508
P63104	Q9Y613
P20823	Q8IUC4
O14672	Q99075
P04626	P08575
Q16891	Q9UH62
O60733	P35354
O75251	O75438
P62249	Q15843
O43490	Q9HAU0
O43681	P02766
406887	P01111
P01112	P29353
P09038	P68400
Q13123	Q96N46
P01568	P01589
Q969D9	Q99665
P54257	Q9UFN0
O14807	Q12967
P22681	Q14626
P01563	P17181
P13805	Q9Y2Y6
Q15418	Q99640
P69892	P69905
Q12933	Q9NR28
Q13435	Q15427
Q9H8Y5	Q9UBS4
Q14209	Q7L590
Q9UJX6	Q9UM11
P14635	Q99828
P61218	Q9H1D9
O00591	P46459
P43250	P49407
P22736	Q9Y5K6
P16885	Q9UBK5
O43242	Q14164
P28340	Q13573
P55854	Q7Z3J3
P16471	P42229
P15880	P46782
P18084	Q13352
Q13243	Q14683
O76003	Q9BZL6
P08069	P15692
P61244	Q9ULJ6
P20226	Q92994
P55157	P62993
P61088	Q86YT6
P14618	P53355
O14656	Q8NFQ8
Q16659	Q8TAM1
P16383	P54253
P38919	Q9H1B4
P06213	Q15389
P24941	P49662
Q01804	Q06455
P46776	P61313
O43395	Q9C005
O95071	Q969T4
Q03518	Q99683
P11532	Q13315
Q0D2J5	Q8N8B7
P62241	Q07021
Q7Z460	Q9UPY8
P11940	Q9NY30
P06241	P23469
Q15796	Q9BW04
O43251	Q9NWB1
P61981	Q9BPZ7
Q5T653	Q9HAU4
Q07889	Q96BY6
O60260	P0DJD1
O43150	Q15788
Q13145	Q92997
P01116	Q8TDF6
P15927	Q04724
O15379	P48643
O00585	Q9NRR5
P27105	P55854
P25490	Q00987
P31749	Q14397
P20701	P40337
O60716	P16591
Q16778	Q9P287
P60174	Q16659
P15882	Q9HBH0
P04406	P48637
P08571	P16220
Q13233	Q8IVH8
P59998	Q86XS8
P42345	Q8N122
O94906	O95400
P12757	Q8TE76
P0CG47	Q9NYJ8
Q15319	Q99684
P01106	P28331
P84098	Q02878
P30305	P53778
P29590	P84022
Q5MIZ7	Q9NY27
Q01668	Q86W47
P62979	Q6WCQ1
P23458	Q9NSE2
O75554	P0CG13
P15121	P15924
Q8N8V2	Q96QZ7
P22234	Q8TBB1
O00755	Q9H461
O75940	P09661
P19419	Q02535
P06493	Q9H1A4
Q9P031	Q9P286
O14827	Q9BZ23
O14522	Q16849
P62837	Q9UPQ4
Q92917	Q9BRD0
O60262	P84996
P42338	P43405
P07437	Q15653
Q04759	Q9Y624
O43493	P16333
P05771	Q5SW24
P07996	P17301
P62979	Q14118
O15111	P06753
O60573	P78344
Q9C086	Q9Y230
P62158	Q6ZSY5
P63104	Q7KZI7
494336	Q02750
Q96KP1	Q9NV70
Q99750	Q9NQX5
O75815	P26639
P68363	Q13509
P29353	Q9ULV8
P01106	P61244
P60900	Q9Y478
O43677	P03891
O15264	P15056
O60244	P06241
P20809	Q99650
O00203	O43683
P26010	Q16787
P11362	P28482
P30411	P30679
O14561	Q9NX14
P49716	Q7RTN6
P52564	Q15750
P05141	Q14197
P30084	Q13177
P01589	P29460
P18887	Q01094
O75030	P27361
Q96RK0	Q99442
P55774	Q9UKR5
P01111	P45984
Q99759	Q9UBC5
P27540	P27695
P43405	Q8N149
P46020	Q8TD86
P09958	Q9H8Y8
O75529	P01106
O95613	Q99459
P51668	Q6ZNA4
O60641	Q9UKG9
O60674	P35568
O95870	P13164
Q14318	Q9GZT9
O15198	P28799
P12268	P31749
P63104	P63261
O60258	P07333
P40429	Q9UL18
P07108	Q9GZQ8
P84022	Q01196
P57088	P62140
P04278	Q15155
Q08211	Q9UKV8
P01571	P42702
P11142	P49368
P51784	Q15831
P18846	P49674
P27986	Q92988
O76003	O76081
P26012	Q9HBI1
Q15645	Q969Q4
P24522	Q16539
Q13535	Q92841
Q96IF1	Q9NRM7
Q9BRC7	Q9HCM9
P63165	Q92610
P07900	P08253
P13232	Q8IU57
P01570	P26992
P01023	Q8IXA5
Q6P2C8	Q9NX70
Q13698	Q9UBI6
P14921	Q07890
P05230	P22607
P23258	Q99996
P23508	P42704
Q9BWT1	Q9UGN5
P15018	P40189
P46013	Q13535
Q8NEY8	Q9UJ70
O75822	P60228
P84022	Q8N2W9
O14787	Q9UBU9
O00257	P10276
P17542	Q99801
P62136	Q15435
407040	P08581
Q16637	Q9GZT6
O60239	Q9NRI5
P53667	Q5VT25
Q15714	Q99623
P11387	Q92547
P07948	Q13094
Q08493	Q16566
O95602	Q9NYV6
P01730	Q05397
P27361	Q13115
P14416	P67775
P06213	P62745
P05129	P18564
P46779	Q92901
O60306	Q96NB3
P05014	P26992
P61978	Q16629
O14964	P12814
P46379	P61769
Q13315	Q92794
O60641	P19438
P05091	P56537
P30622	Q15691
P42338	P49418
P78396	Q13263
Q06190	Q8WXS5
P41567	Q13347
P25025	P55072
Q14318	Q5T4F4
P01889	P21266
P01116	P05106
O75791	P14136
O60674	P42226
P53041	Q14344
P25788	P52948
O75558	P63027
O75182	P46527
P01574	Q9UHF4
Q00987	Q9Y2T4
P61077	Q9Y478
Q02543	Q12852
P55210	Q9UNN5
P78356	Q9Y6U3
P04637	Q8WUF5
Q13131	Q15717
P19174	Q9H5I1
O14807	Q07890
P48729	Q9BXL7
P18206	Q9Y224
P36873	Q02045
P01620	P01876
P61981	Q9BZ23
P25025	P46940
P63092	Q9H1C0
P21741	P42224
Q93079	Q9Y5B9
P23458	Q9UHF4
O14610	P08172
P51684	Q16627
P19532	Q99623
P06241	P15391
P38159	Q8IYB3
Q12841	Q92624
P10636	Q13501
P02511	P42574
P17480	P23443
P04181	P56537
O60244	Q13503
O14602	P60228
O14543	Q14627
P40238	Q9HBE4
O75400	Q9UHD9
O95163	P49641
P48431	Q5T230
Q13315	Q8NEG2
O43597	P07858
P59768	Q13972
Q15628	Q92844
P62829	Q99558
P15884	P17931
406886	P35462
O95471	P57739
P56545	Q9UJU2
Q13618	Q9H492
P30450	P43627
P35222	P42166
Q13315	Q5VTR2
P27361	Q05397
O14561	O43677
O14807	P14324
P08910	Q9H8Y8
P02647	P02656
P62993	Q96NT1
P30480	P83731
Q13155	Q8TAP4
O43493	P06241
P46776	P83731
P38159	Q13242
Q14197	Q9BT17
Q01081	Q08170
P23470	Q13224
P84022	P98082
P29459	Q01113
O00459	P08631
P04233	P07711
P05783	P52735
O15105	P15172
P20333	P42677
O43809	Q16630
P38432	Q6BCY4
Q96CN9	Q9BYG5
P01106	Q9Y4W2
O94906	Q15428
O60563	Q4G0J3
P09769	Q92556
P62955	Q969Q6
O00429	P16298
P21675	Q00987
P00488	P04792
P00750	Q99574
Q13547	Q8N108
O43353	Q13077
Q07889	Q96QB1
P32246	Q8NHW4
P01011	P51124
P04637	Q96GM8
P04150	Q15596
O75935	P49841
P51531	P62834
O76081	P19086
P21926	Q99965
P51003	Q16629
O43707	P29274
Q16665	Q9C0J9
P24928	Q9HCS7
407021	Q5ZPR3
P30480	Q15813
P12980	Q969V6
P30279	P49918
P23508	Q15019
P06702	Q9Y575
P16220	Q9NZN1
P39023	P62993
Q16539	Q92994
O75385	Q01094
Q14627	Q16619
P17181	Q99873
P10276	Q5UIP0
O14965	Q13522
P63165	Q9H0J9
O60566	Q12834
Q15796	Q5JVF3
Q12888	Q9NS91
P29034	Q00987
Q02878	Q07020
