#node1	node2
P50053	P53680
P42224	Q06124
P17301	Q99828
O15530	Q9Y2X7
O75084	P56703
O60244	P41235
P08514	Q16363
Q96HA8	Q9BPX1
O14950	Q9BZL4
O15504	Q8TEM1
Q15019	Q9UHD8
O43432	P60842
Q13485	Q16625
O43318	Q96FA3
O43318	P52564
O75828	O95376
O60925	P54257
Q07889	Q9H7D0
Q71UI9	Q99880
P17252	P28907
Q96KM6	Q9BX70
P62993	Q86UX6
Q13616	Q9NQR1
Q12873	Q14839
P12931	Q07889
Q14566	Q9UJX2
P78536	Q9UM47
Q13547	Q8N9N5
P16520	Q92569
P62837	Q14258
P35558	P54646
P01889	Q15631
O14798	Q13158
P46109	Q04721
P15880	P49841
O14798	P50591
P42680	Q9UKW4
O60504	Q5T5P2
P04839	P63000
P40238	Q86WN2
O60711	P10275
P14210	P22607
Q9H0W8	Q9Y5S9
Q15788	Q9NZV5
P13987	Q13485
P35659	Q99877
P62987	Q16659
P05412	Q9Y6K9
O75553	P04626
Q27J81	Q712K3
O75586	P49336
O43639	P51116
O00141	P16220
O60573	P78344
Q7L576	Q8IZP0
P28482	P53816
O15264	P67775
P15153	P85298
P52565	Q16611
Q00987	Q9H832
P51692	Q13469
P11487	P22607
P19174	Q9ULH1
P25098	P51679
O95759	P14923
P17612	Q96D31
Q13137	Q7Z434
P67870	Q16877
P23246	P78347
Q15021	Q9HC98
P10600	P49747
P01106	Q9NYF8
Q14565	Q9Y620
A8MVU1	P31749
P31930	Q969Q1
P35225	Q6UXL0
P04183	Q8WVS4
554210	O60315
P56282	Q9UKR5
P63261	Q04206
P05108	Q53ET0
P67775	Q92736
Q96HP0	Q96L33
P27361	Q15633
P49683	Q9NRD5
P62873	Q9Y572
O14920	P11142
P49407	P51684
P63104	Q96F86
P16284	Q08050
P22607	Q00722
P35475	Q13368
Q14164	Q9Y2B0
O95967	P04637
O60506	O75569
P62873	Q99677
Q14571	Q86YM7
P56537	P62330
P62070	Q9UI14
P10276	Q05516
Q13131	Q8IZP0
P52209	Q14164
Q14164	Q9H6S1
P50502	Q93033
P84022	Q96PU5
442917	Q9UHF7
P61266	P63027
P52597	Q05519
P20073	Q13432
Q9NQ66	Q9UBI6
Q15648	Q9BTT4
Q01780	Q13573
O75159	P31785
Q92569	Q9Y383
P61927	P83731
P22681	Q99961
Q04206	Q13464
P81877	Q86U70
Q15545	Q16619
O00459	P35568
P24821	Q13683
Q15819	Q96EH3
O60500	Q9NP85
P52333	P52630
O15530	Q9HBY8
P08754	P51681
P06239	P08575
P01889	P58546
P41182	Q9NQT8
O75689	Q15139
O60506	P62633
O60568	Q15834
406892	P42345
O15116	P62312
P07910	Q86V81
O76071	P78344
P35443	P61812
P04637	P26447
P68371	Q06323
O95644	Q96LZ3
P23508	Q00059
P10809	Q9UL18
P25021	Q5JWF2
P30480	Q14566
406988	Q15648
407008	P49715
Q969G3	Q9NRI5
O14733	Q9NYL2
P32248	Q8WTQ7
P20248	Q13309
O60260	P37840
P16520	Q13153
P16333	Q9ULH1
Q70SY1	Q9UQM7
P05386	P51681
P38398	Q92769
Q04864	Q96EB6
P54274	Q13416
P42574	Q14980
P19438	P78356
P07332	Q99704
P42858	Q92797
P09471	P51817
P15153	Q96HP0
O76095	Q16763
Q99459	Q99996
P15382	P22694
Q8WXI9	Q92769
Q13153	Q9H1Y0
Q8NFD5	Q969G3
Q13257	Q9Y6D9
O00716	P04183
P16144	Q12772
O15123	P35916
P35637	Q13573
P30876	Q86UL8
P38405	Q8NGZ3
P23528	Q01995
P49840	Q9Y243
P52597	Q00005
P30480	Q9H773
P09012	P18206
P51685	P80075
P13667	Q9Y4K3
P63000	Q8IZP0
P23396	P62280
P12004	Q13111
A6ND48	P35626
Q71UI9	Q8IYW5
Q03135	Q05193
P04908	P33778
O14744	Q9BUZ4
Q15628	Q9NVI7
P16234	Q96J02
P25788	Q9P2R6
Q13418	Q9H2U1
P11717	Q9Y4K3
P25963	P38646
Q9NVU0	Q9NW08
Q8NC44	Q9GZQ8
P62993	Q13023
P06239	Q06124
P02778	Q99873
P25787	Q9BQ83
P27361	Q12913
P22694	P27815
O14798	Q9UKY1
Q8IY92	Q9BRP1
P21860	Q99962
P00533	P28482
P01241	P61289
O60566	P56524
P01111	P53779
P37173	P63010
O00744	Q5T4F7
Q13748	Q96NA2
P25100	Q14344
O14757	Q9UNS1
P78527	Q10586
O14512	P16471
P28482	Q15256
P16333	Q13285
P20333	Q92616
406891	P01112
P15498	P61224
O95989	P26641
O75400	Q96GM5
Q9H0M0	Q9Y5W3
Q8N5U6	Q8WVN8
P01889	Q15019
Q8N0W4	Q9Y4C0
Q15013	Q9P2H0
P12931	Q9Y2W2
P14678	Q9UKR5
P17787	P43681
P51610	P78537
P03956	Q99727
P06239	Q9Y4K3
P32121	Q8NG84
P63104	Q8WZ42
P09455	Q9H160
P01241	Q99650
Q05655	Q4KWH8
P45984	Q00613
P46527	Q02156
P07910	Q13526
P29475	Q13557
O75400	Q86Z02
P35968	P98077
Q9NY61	Q9NZW5
P17181	P42224
P17947	P30740
O43677	O95139
P25024	Q8WTQ7
O14933	O95071
O95059	Q96N67
P28482	P62993
O60216	P53350
O00264	P30480
P13861	Q02952
P07148	Q13424
P30154	Q06190
Q13315	Q9P2K6
O15131	Q13573
P03372	P23771
O00501	Q8NI35
O95197	Q9Y5P4
P10721	P61328
P62875	Q9HCS7
P46736	Q96RL1
P02776	P51679
O15162	O60269
P63279	Q99856
P02452	P14780
Q6UXH1	Q9NX14
P22392	Q9NQC3
O00206	P11226
P20248	Q13616
P08754	P28221
O15264	P06733
P60763	Q9P227
P08754	P51817
Q13045	Q32MZ4
Q15797	Q96D21
O60739	Q9Y262
Q13416	Q13573
P08648	P53420
P12814	P18564
O60610	O75554
Q9NRI5	Q9UPW5
P09471	Q9NPG2
P04150	P12544
P05015	P42701
P46781	P62280
P62263	Q9Y2V7
O14776	Q9NZC7
P11362	Q15464
P08173	P63211
P02545	Q05513
P38405	Q8NGK3
P09471	P40145
P99999	Q9C000
Q70Z53	Q8IWX8
Q15465	Q96QV1
P02545	P13569
P27348	Q9GZT8
Q15428	Q86XP3
Q08043	Q8WWI1
P05112	Q99665
P12544	P25116
P50990	Q13233
O75486	Q92831
P52735	Q07889
Q14765	Q99665
P30939	P63211
Q7L7L0	Q9UBN7
P04843	P39656
Q8IWF7	Q9NPB0
P31749	P56279
P61964	P68431
Q01970	Q02763
P60763	Q9Y6W5
Q6QNY1	Q9UL45
P33993	Q9Y478
O15264	P48643
Q00005	Q13085
P17535	P20809
P49286	Q96QK1
P11177	Q15118
Q99469	Q9NZQ3
P49407	P62714
P26368	Q15428
P08887	Q8IZJ0
O15379	Q92793
Q92535	Q9UKY1
O14508	P23458
P08107	P41279
P58876	Q9C005
O15264	P22314
O95819	P19634
Q8WZ74	Q9Y3A3
P52948	Q9UM73
O43739	Q9P1Z2
Q01201	Q86X55
P01106	P41252
O75534	Q13177
P59998	P62993
Q04771	Q9UER7
P36896	P84022
O14965	Q13573
O75475	P08319
P46108	P49802
P23193	Q8N7H5
O43390	Q9BUJ2
P08887	P29460
Q08945	Q9UPN9
P62081	P62244
P12931	P16234
O43660	O75533
P52298	Q09161
P62158	Q86XI6
P30307	Q14738
O00168	Q13733
P84095	Q9P2F6
O43306	Q05655
P50150	Q15759
A7E2V4	P54259
P02741	Q06330
P16234	Q00722
P08910	Q96PU8
O76003	O95967
P09651	Q86V81
P05113	Q99062
P08107	P50542
P24928	Q13526
P21333	Q15646
O75376	P10827
O60266	P63211
P50914	P84098
P01215	P18847
O94805	Q8TAQ2
P35228	P61812
P98082	Q86YT6
P01889	P24752
Q14332	Q9GZT5
P20809	Q99650
P11142	P84090
P12107	P56199
Q53EZ4	Q86XT2
P04141	Q13651
P51693	Q5T3J3
P0C0S5	Q9UKV0
Q13616	Q86VP6
P84022	Q8WWM7
Q93077	Q96DB2
P17542	Q9BWW4
P14923	P25054
P17509	Q13315
P07550	Q5JWF2
O43251	P09234
P53041	Q12888
P25490	P62805
P28074	P40337
P54253	Q8IWR1
Q16539	Q9H0E2
Q7Z7E8	Q9UBF6
P12107	Q13683
P78344	P98170
Q12840	Q13526
O94874	P62837
P17948	Q92569
O96020	Q01094
Q92956	Q9UBB4
Q02930	Q13237
P14635	P30304
Q6SZW1	Q86UT6
P0C1Z6	Q9C086
Q5JSL3	Q92730
P62805	Q8NBZ0
P19838	Q9UNN5
P46734	Q12852
Q8N806	Q8TE12
P51817	Q70SY1
P18206	P61978
P24394	P40933
P0C5Y9	P62807
P26012	Q16363
P32246	P78556
P98175	Q06055
P35221	P62736
Q16659	Q9BTE0
P68133	Q9H2F5
P50914	P62750
Q05513	Q9NR12
P04899	Q92847
O43187	P31749
Q14203	Q9Y2Q3
P05019	Q8WYR1
P01889	Q9Y295
P63010	Q9H4K1
P14735	Q9BYX4
O75937	Q92620
P23229	Q05397
Q15759	Q8WZA2
P83731	Q13233
P15336	P53567
Q06323	Q16401
P55196	P62834
Q00610	Q9H4A3
P18146	Q9BX73
O95813	P41221
O14964	P26367
P61981	Q32P44
Q96CW9	Q9HCJ2
P62993	Q13509
O15239	P56556
P03372	P51532
O95870	P13164
O14905	Q13467
O75626	Q9HB58
P18827	P22105
Q68DV7	Q9Y2X8
P14854	Q8IXH7
P08887	Q9ULV8
Q92519	Q92523
P46108	P78345
P38398	Q16236
P62263	Q96JC1
P06213	Q8WXH5
P52565	Q01105
Q13873	Q6KF10
P51817	Q02846
P29965	Q06889
P38405	Q9H341
P24071	Q8IYS5
P78527	Q9NUW8
Q96D42	Q96H15
P78406	Q13573
P22681	Q07889
407019	P45452
Q08881	Q8WYR1
P08670	Q9P0W2
Q16254	Q16875
P22612	Q68CJ9
P05013	P14784
406984	P23468
P32121	Q8NGQ3
Q13554	Q14524
O94782	P12004
Q14204	Q96NA2
Q8IX12	Q9HAU4
P01138	P09619
Q92845	Q9UFN0
P23443	Q13057
O94985	Q14669
O00233	P62191
Q13077	Q8WYR1
P01909	P51693
406884	P01111
Q8TD90	Q99459
P42345	Q9BVC4
Q9UBU8	Q9Y265
P32456	Q13387
Q14344	Q3MJ16
P02461	P26006
P06753	Q9Y572
Q6ZVK8	Q96GX9
P35626	Q8NG81
O94856	O95433
P09913	P42224
O00175	P49238
P62424	Q9HBH9
P01243	Q9NR30
P17693	P43628
P41182	Q9NZC9
P56704	Q14696
P46531	P49841
O96017	Q96NY9
A8K6C2	Q5VWK5
O60934	Q96EB6
P01106	Q9H5J8
P25092	Q5T2W1
P49662	Q8TBZ2
O95863	Q16384
P01106	P0CG48
P38405	Q8NGP3
P35626	Q8NGD2
P06729	Q96B97
P00519	P50851
Q9H1B4	Q9UBU9
P35080	Q9UI08
P04439	P61769
P08700	Q12824
P22694	Q9H0K1
Q13257	Q9BS18
O43818	Q9HCE7
P11831	P15173
Q00653	Q92734
P53778	Q12778
Q13315	Q15648
P52788	Q16659
P17861	Q6UUV9
P06241	Q14185
P62316	Q8TBK6
Q12996	Q99459
O75438	P03897
O75438	O95182
P41235	P49908
Q13573	Q8IWX8
P62875	Q6PD62
O95544	P63104
Q6IBS0	Q9BY76
P19438	P31689
Q8NC60	Q9UMX3
Q13153	Q13233
O14640	P49407
Q12834	Q13042
P35368	Q9Y210
P04637	P42858
P62987	Q15078
P51572	Q9Y3D6
P19174	Q07889
P27361	P39877
Q99729	Q9GZS1
O00483	P03923
P27361	P51812
O15111	P36941
P50281	Q07021
B1A4H9	Q08334
P07992	P23025
P26012	P56945
O75367	P15336
P04083	P04406
O14593	Q16650
P39880	P62633
P01138	Q99523
P08754	Q68DD2
Q13522	Q14738
P62841	Q96B02
Q08211	Q8IWZ8
Q9NRR5	Q9P2K6
P28482	Q9BY84
Q14781	Q93009
Q15788	Q9H204
Q13573	Q53GS9
P27986	P35568
O14920	Q9UDY8
P78527	Q00839
O43766	P16220
P15170	P62330
P37231	Q6STE5
P35998	P43686
P62136	Q9BQI3
Q13547	Q15910
P42680	Q9Y6Q6
O43405	P01106
O95198	Q53G59
P62979	Q9UNE7
O14836	O75888
P68104	Q5VVJ2
P04628	Q9H237
O76031	Q15714
P01567	P16871
P12956	P14859
P05026	P27361
P26441	Q9UHF4
Q86UE8	Q92985
O43921	P11362
Q04206	Q9HC29
P62834	Q9UNN5
P31321	Q13485
P06753	Q9Y5J5
Q13617	Q92796
406954	P84022
P14618	P32121
P15056	P61981
P16104	Q6ZW49
P05019	P42336
P12110	Q13683
P35462	Q9UBI6
P55210	Q13075
P19174	Q8TB24
P09012	P26599
Q13485	Q16254
P52799	P54753
Q12996	Q13573
P13796	P16871
P11473	Q9HC29
Q7L1I2	Q9Y6N6
Q06187	Q9P2D0
P12830	P14635
P01111	Q9UM73
Q8IUQ4	Q9NY65
P05556	Q14031
P53778	Q9UBI6
O95727	P19838
P41586	P50150
P29317	Q9NQ66
407007	P04179
Q96HY6	Q96JB5
P32927	Q8IZJ0
Q13535	Q9UQ35
P25398	P60866
Q6ZVK8	Q8WZ19
P50552	Q13797
P10767	Q07889
Q9H361	Q9NY30
P25116	P32298
P32927	Q8WXH5
P16234	Q9HCT0
P32121	Q9H339
P60568	Q13651
P05386	Q13885
P0C869	P63096
Q92925	Q9P2D1
P12004	P24522
P35222	Q9H6I2
O96019	P62805
Q09472	Q99683
P48058	P49841
P60520	Q86SG6
P60484	Q92569
Q9H0E9	Q9Y230
Q9NP77	Q9UKF6
P31994	P43405
P18146	Q9H246
Q13554	Q68CJ9
Q01844	Q9H0M0
O15105	Q9Y5K5
O75832	Q9BRP4
P32121	Q66LE6
P61313	Q99558
P19838	P53778
O43395	Q92997
P18847	P45983
P35080	Q9Y478
O94782	Q9BXW9
P13611	P48061
Q9BQ66	Q9NRT5
P35626	Q8NHB1
Q8IWW6	Q9H4E5
O43187	Q9Y3B3
P10721	P42679
O94864	Q9H0E3
P56134	Q9NVJ2
P10827	Q96ST3
P01375	P45984
P24863	Q15648
P46783	Q9UBC3
P25208	P35638
P63211	Q14833
Q08043	Q15942
P36507	Q12959
P58107	P63010
P01225	P16066
P17612	P52945
O14713	P98164
P63267	Q07889
P31946	Q5PRF9
Q00005	Q9BXT2
P62140	Q9BQI3
P58107	Q99759
P08648	P35443
P12931	P48023
P11802	P62136
P61952	Q9HCE7
P18124	P50914
P0CG48	Q9H4L4
Q71U36	Q9UN37
A0JLT2	Q6IAN0
Q6VY07	Q9NZ52
P45973	Q9BWN1
O00629	O95402
P05556	P29353
P05771	P22694
Q8ND90	Q8TEW0
P40189	Q9UBD9
Q7L5N1	Q8IYB7
P11169	Q13424
P02768	Q8NHC8
P60953	Q9H3Q1
Q92614	Q96L34
O43347	Q5JQF8
P26045	P63104
Q14957	Q96RT1
Q96K37	Q9NUQ8
Q99759	Q9Y265
O00255	Q03164
P40763	P48357
P18146	Q9BXJ5
O43353	P51617
O60383	Q99547
Q08AM6	Q14240
Q02543	Q92901
O00422	Q96EK5
P08708	P46783
P05787	P22607
P62701	Q9UL18
407021	Q5ZPR3
Q16659	Q9BQQ3
O60739	P10599
P26006	Q92752
Q9UBS4	Q9UNN5
P08138	P08620
P38936	P63208
P45983	Q04206
Q6UXH1	Q9UBS4
406903	P28358
O60281	Q13315
O95793	O95819
O43318	P17844
P17948	Q96PU5
P51532	Q14526
O14879	P09913
P01106	Q15393
P31150	P62820
Q08209	Q9UJX4
P04637	Q96CF2
Q92793	Q92830
P10586	P12830
Q92624	Q9BT88
Q96B96	Q9UGN5
P30533	Q99523
P01236	Q99650
P15170	Q13573
Q9UBC3	Q9UJW3
P22455	P98077
O43741	P40763
P23229	P53708
P51532	P60709
Q13158	Q9HAV5
Q14164	Q3ZAQ7
P16473	P27986
P07358	P13987
Q16637	Q5T3J3
Q15554	Q9NUX5
P43307	P51571
P35222	P51532
Q16891	Q9Y512
P27361	Q9UK32
P24539	P40337
P38405	Q8NGH9
P27361	P61952
P53355	Q7KZI7
P07437	Q969W0
P00403	P52735
P04637	Q96FX8
P04628	Q9ULW2
O96013	P61981
P63000	Q96QB1
P33778	Q9UBN7
O60921	Q13547
Q9H173	Q9Y4G8
Q9H173	Q9UET6
Q13464	Q8TBX8
P35609	Q9UBN4
P10144	P50453
P03372	P28482
O60566	P51587
P30281	Q9Y3I1
P56537	Q9UQ80
P16220	Q9NV96
P17655	Q9H1Y0
P23396	P60568
O15162	Q96H86
O00308	Q93009
O75694	O95405
P30480	Q13263
O95257	P10276
P07900	P10415
O43913	Q9UBD5
P38159	P52756
Q13315	Q9UQB3
O14678	Q96BY9
Q00005	Q9H0K1
P58107	Q2TAY7
O15379	O60814
P15880	P46782
O14654	Q92569
Q7L0Q8	Q9UNA1
P05129	P61981
P28482	P61952
O95251	Q9H079
Q6R327	Q9Y394
Q01167	Q12873
O00194	Q03135
P61978	Q8NE01
P12107	P18084
O75128	Q9BY11
P01571	P15509
P34982	P38405
O60583	O94992
P31749	Q68CJ9
P01570	Q01113
O00273	P27348
P28223	P29992
P29459	Q00978
P18031	Q9H1D0
P78537	Q96EV8
P26992	Q9NYY1
P26368	P54253
O60830	Q9BQ83
Q14197	Q9Y2S7
P01111	Q7Z569
Q08945	Q96QV6
Q13554	Q14432
P49815	Q9P0N9
P33176	P49792
P12931	P56945
P38936	Q71U36
P26599	Q92620
Q7KZI7	Q92997
O14905	O75581
P08138	P18754
O95049	Q8NI35
P07900	P12830
P68431	Q96EB6
P34998	P84996
O15511	Q9UPY6
406982	P24385
A6NDL8	P38405
Q8IYR0	Q8WVD3
O43566	P05107
P42224	Q8WXG1
P11171	P63261
P33991	Q12905
P45983	Q9BPZ7
P67870	Q9BV68
P29590	P46100
P01019	P13727
P84243	Q9Y6K1
Q07890	Q9P227
P30480	P47914
P27824	P61619
P08754	P45983
P27635	P62891
P21781	P51452
Q12778	Q13554
Q13310	Q8IYD1
P20702	P49715
P46108	P48736
P63104	Q9UL42
O15264	P17612
P52306	Q92845
P15880	Q16637
P14598	P19878
Q12873	Q13330
O15269	P01106
P35626	Q9Y3N9
O43318	O75478
Q13158	Q9UBN6
P62879	Q14164
P00505	P11142
O15069	P42677
P63167	Q9UKY1
O60496	O95757
P04637	Q9UNH5
P38405	Q8NH01
Q02156	Q9Y277
Q96A08	Q9C005
P05556	P42336
Q13042	Q9NZH5
P36542	P60002
406987	P16144
Q96T60	Q9Y4W2
P61586	Q9BST9
O14512	Q99665
O15198	O95782
P24666	Q13177
P32927	Q9NYY1
Q00005	Q08289
P30480	P62158
O14581	P38405
P01137	Q9H2X3
O14641	P26368
P46782	Q9Y6K9
Q13007	Q13651
Q8TAT6	Q92890
O95859	Q00604
P18754	Q7Z699
P56524	Q14526
P62917	Q9Y3U8
P08670	P17600
P11362	P21781
O15198	O43541
P32121	Q8WZ94
P07196	Q9NPI1
Q3ZCM7	Q9Y6G9
O94973	Q00610
O95084	P61769
P40337	P47985
Q01094	Q07820
O75164	P68431
O95067	Q9UJX4
P00533	P46108
P31947	Q70EL4
O95782	P00533
P12004	Q15054
O14558	P61981
O95433	P07900
P01730	P07339
Q93062	Q99504
O14561	Q86Y39
O75344	P04406
Q13200	Q5UIP0
P05106	P05129
P10276	P14653
P07951	P45379
Q13489	Q16695
Q96ST3	Q9UBP5
Q13114	Q92569
P16333	P41970
P03956	P35613
B1A4H9	P42701
O14494	O14939
Q86TI0	Q9Y478
P18847	P35638
P01236	P38484
O75674	Q15155
O95167	P03901
Q969G3	Q9UKL0
P01116	Q15418
P10415	P78344
Q15528	Q9NWA0
O95630	Q92783
O43379	Q5UIP0
O15047	Q8N257
O75131	Q13573
P06400	P42166
O60383	Q16637
Q92905	Q9BXR0
P43405	Q9BXN2
P17096	P23511
O14920	O95163
P06241	Q9P1A6
O15269	O15270
O60477	P10275
O95711	Q9Y6Y9
P56524	Q99880
P29590	Q9NS56
P03372	Q9H467
P08908	P21453
Q53ET0	Q92793
P42766	P62750
P62280	Q9H4L4
P28749	Q7L2E3
Q13573	Q9NU22
Q14164	Q16630
Q96EZ8	Q9NPJ6
P09603	P10721
P61254	P62910
P47897	Q13155
P07900	Q13131
P51460	Q07666
P04637	Q9NRG4
P17028	Q5T3J3
Q9UBF6	Q9Y576
P0C0S5	P21817
P01589	P22301
P11233	Q07890
P60953	Q9UNA1
O60264	Q13547
Q96LR2	Q9UL45
P35372	P35626
O95178	P03915
P26715	Q06124
Q8NB91	Q9BXW9
Q96ID5	Q99873
P12931	P78329
O14908	Q9H9D4
O75886	Q13094
P26368	Q15366
P03891	Q16795
P01857	Q13077
P01106	P56270
O00303	Q9Y4K3
O15131	P62306
P54284	Q9Y5P8
O43147	P21246
P08246	P08572
Q7Z2G1	Q99878
P38405	Q6IEZ7
P01892	P30101
P05783	Q15149
O43741	P98177
Q13885	Q8NCM8
O00303	Q969P5
O00257	Q05516
Q16584	Q9UQF2
Q96NE9	Q9H175
O00308	P51168
P49674	Q5SW24
P35626	P58170
P04628	Q9UEF7
P11142	Q13535
Q04206	Q15759
Q5JY77	Q93045
P40337	Q16658
P08151	P78368
Q13438	Q8IWF2
O95405	Q15796
P42679	Q01844
P10301	P16333
P15927	Q9BSB4
P62888	Q15843
P01298	Q14164
Q04637	Q9Y4K3
P01106	Q9NRA8
P19438	Q9GZR1
O60318	Q14194
Q01130	Q92620
O75400	Q96PY5
Q99759	Q9Y2U5
P16871	Q13885
P31749	Q15047
O75947	P00846
O14640	Q92995
P63151	Q9BXT2
Q15208	Q6R327
O75762	Q9NQC7
P45983	Q8WZA2
P16333	P47928
O95639	P51003
P51159	Q5UIP0
406947	O14867
P27348	Q6WCQ1
O75369	Q13555
O43684	Q9Y4K3
O43617	P48553
P10321	P43626
Q96SB3	Q9UQK1
P06746	P09429
P16870	Q9BVJ6
Q8N163	Q9P1U1
P24394	Q9Y4H2
P13501	P32302
P07199	Q16637
P20908	Q13797
P22681	Q9ULH1
O00329	Q9HC35
O43521	Q92934
O00487	Q9Y5K5
Q86UW9	Q9UM47
P47712	Q5JWF2
Q15834	Q9Y3A3
Q13404	Q8N9I9
O14933	Q17RB8
P49910	Q15834
P62807	Q92796
P16220	P22612
P08708	P62753
P62837	Q9C040
Q02575	Q14192
O00291	O94973
Q01844	Q8NEH6
P68036	Q7Z419
P19622	Q9Y261
Q13936	Q66LE6
P60520	Q8TD19
P16989	P49841
P01569	Q13261
P01137	Q15717
Q13573	Q99816
P63218	Q01668
Q07889	Q13009
P63218	Q99677
P68133	Q9Y265
P05771	Q00722
Q04206	Q13625
P01106	Q9UI12
O00329	P63096
O15320	P02768
P35527	Q00005
P47914	P50914
P21583	P35968
P62273	P62280
Q6FI13	Q99880
P10301	P55196
O43320	P06213
P07814	P49703
P11142	Q13573
P10145	Q9Y618
O95049	P60709
P19429	Q15172
P17480	Q9H9Y6
407012	P36896
Q13573	Q14203
P54578	P63098
P20333	Q9NQH7
Q14134	Q9BSW2
P43146	Q9HD67
Q14626	Q9UHD0
O60503	P63211
P12644	P50458
O14827	Q07890
P0C0S5	Q9Y230
O95007	P38405
Q13950	Q9HCE7
O43524	P38936
O95696	P55201
Q15653	Q9NYS0
P15121	P15924
P67870	Q7Z6J9
P83916	Q71DI3
P15509	P35225
P05023	Q15628
P24941	P51610
O14964	P46934
P07437	P31946
P16070	Q14031
Q8IY92	Q9UL42
P62306	P62308
P15056	Q9Y6X8
O14986	Q9BVJ6
P48163	P61421
O15264	Q66LE6
Q15714	Q86WB0
406886	P35462
Q06432	Q14738
P39023	P46779
Q8NER1	Q9UQM7
P62330	Q9ULH1
P08246	P49715
P14316	Q03001
P63104	Q8IUE0
Q13887	Q15796
O14827	P59768
Q8IXI1	Q9P227
P12931	Q9UKX5
P49407	Q03431
Q13188	Q9H8S9
P43364	Q15560
O00213	O94985
P42345	Q7L523
406987	P09486
P05556	P22612
P61586	Q02045
Q13573	Q9BPX3
P25490	Q9H9F9
P12814	P68032
Q14653	Q92844
P19174	Q9UP65
Q05519	Q15365
O14640	Q15796
O75970	P56748
O95251	P49674
P05388	P83881
P62891	Q9UNX3
P30480	P99999
P49137	Q16082
Q9UBZ9	Q9UI95
P00519	Q03468
P42338	P54710
P36897	Q8NFH4
494336	Q12857
Q8WXE1	Q9NVI1
P62263	P62847
A8TX70	P05556
P22681	P24394
P40337	Q9Y5B9
P51817	Q6IN85
O60925	Q15910
Q9BXW9	Q9NVI1
O15371	Q13347
P20908	Q05397
P27361	Q9UQC2
Q9H7D0	Q9HBH0
Q5VVX9	Q96LD4
P15880	Q9UL18
O75400	P42858
P05198	Q9BQI3
Q9HAU4	Q9NWM3
O00233	P48556
P00519	Q9NUR3
P50991	Q04206
P35227	Q96LR5
P07858	P60903
Q16625	Q9Y5I7
P16615	Q9H3N1
O43182	P08134
Q13573	Q86UV5
P62158	Q9Y4K3
O75417	P53680
O15239	P03897
O94880	Q13315
O95391	Q8TBK6
P19388	Q9H1D9
P07900	P31749
P19174	Q07890
Q03135	Q969G5
O14672	P05067
O95813	P09544
P02766	P51681
P01566	P14784
O00483	Q9P0J0
Q9GZQ8	Q9H7U1
O95402	P62487
P46937	P49792
Q13315	Q8IXK0
Q92900	Q9NPI6
O75344	Q9Y5B8
P04899	P32248
P05106	P16885
Q13233	Q9H2X6
P18621	P35268
Q05519	Q15287
P01111	P05106
P27361	P55211
Q9GZT6	Q9UFN0
O95837	P47901
Q92900	Q9UKV8
Q01658	Q92831
P78347	Q99856
P31785	Q8WXH5
P51817	Q9NY47
Q96KQ4	Q9H3D4
O95376	P24394
P15692	P15884
O43586	Q9Y6E2
A4D0S4	Q05397
P08123	P14316
O14936	Q9H2G4
P61224	Q12967
Q969R8	Q9Y664
O15524	P30530
Q9BQE3	Q9BVA1
O15335	Q05397
P60568	P78552
P16104	Q86V81
P02766	Q12873
P19876	P51684
P01579	P23771
P22612	Q9BXT2
Q96DU9	Q9NY30
P62875	Q9NX70
P17252	P51817
P08754	P28222
P12107	P23229
406960	P31751
P11171	P28074
P42338	Q07890
Q96FA3	Q99836
P61952	P84996
O75116	Q02045
P08575	Q86WV1
P40337	P62158
A8MTJ3	Q9NYW4
A6NM45	P56746
P49815	P49841
Q92793	Q9UER7
O15264	Q99956
P21246	Q13200
O43677	Q86Y39
P19174	P51816
P54253	Q9NR31
P42338	P52333
O75084	Q9NRR5
P39019	P62263
P51692	Q13287
P22670	Q14938
Q16543	Q9H6X5
P51693	Q15047
P36542	Q9UL18
Q8NF50	Q9HBH0
Q8WVZ9	Q9GZQ8
P38405	P58170
P63104	Q9Y4H2
Q13370	Q16566
P52926	Q13315
P10276	P17612
P35080	Q13424
O75364	P20160
Q13535	Q9UPV0
O60262	P28222
P11473	P20813
Q13535	Q7L014
Q9BWF2	Q9H832
O14757	Q9NW38
O15198	Q9NRL2
O15264	P30041
P08123	P22894
P43405	Q9P1W8
406938	P80075
P48023	Q9UKN7
Q6IA17	Q99836
P10071	P17612
P01579	P40189
O43677	O95169
C9JDP6	O14493
P54253	Q9Y4E1
P84095	Q14CB8
Q06787	Q7L576
Q13404	Q9HCM9
Q8WX92	Q8WXU2
P60709	Q16186
P04004	P16144
Q14145	Q16236
P02768	P35527
P08575	P41240
P07947	P16591
Q9NTM9	Q9Y2P4
P15153	Q8NF50
P63165	Q99459
Q9H1Y0	Q9Y3B8
P19876	P49238
P22680	Q08050
P46934	Q969W9
O60260	P48729
P05113	Q01344
O75489	Q9Y375
Q12933	Q5T1R4
P31751	P62714
P43364	Q8N720
Q96QV6	Q9NPI1
P62306	Q15428
P60660	P62993
Q00597	Q0VG06
O76064	Q15834
P17275	Q07817
P21802	Q00987
P10415	Q96BY2
Q14833	Q9HAV0
P02462	P17301
P04899	P25101
Q15910	Q9P0M6
P06400	Q14186
P14868	Q13155
P27540	P29590
P04217	Q13616
P46776	P50914
