#node1	node2
Q96NA2	Q9BVA1
O15355	P67809
P61758	Q92569
O95067	Q9UJX4
Q99871	Q9NVX0
Q15843	Q8WXE9
P32302	Q9Y258
O95139	Q9NX14
Q9H0D6	Q9NRI5
P04626	Q13239
Q04917	Q9NPB6
P62714	Q96L34
O14730	P62158
P53355	Q13618
Q13555	Q86YW0
O95715	P51684
O75815	P39023
P08238	Q9Y617
P17844	P20936
O00512	P15884
Q8WUM4	Q99963
P12931	Q13905
P18146	Q9NQX7
P50914	Q8WV24
O75569	Q9NPJ3
Q13547	Q8N5A5
Q01780	Q99547
P20073	Q9UKR5
Q13651	Q86WN2
P35442	P61812
P16471	P40933
Q13501	Q14790
P63104	Q7L576
P07996	P16144
O95400	Q8IWZ8
P30044	Q14164
Q969T4	Q9ULK6
P31943	P49642
O00471	Q13133
P61088	Q12933
P29350	P31994
O95169	P03897
P60709	Q16827
Q96G04	Q9NRG1
P01106	Q8TEQ6
Q96QV6	Q96RL1
Q07157	Q9UDY2
P84103	Q13243
P21145	Q86XR7
Q14201	Q5JQF8
P50552	Q13573
O60260	P18206
P01009	P35030
O75400	Q9NPH3
P15336	P53567
Q10567	Q99459
P01570	P01589
Q8NBJ4	Q9NP59
Q92600	Q9NZN8
P63279	Q9HBD1
Q969T4	Q9Y508
406947	O14867
P08581	P49767
Q16611	Q9GZX7
Q13242	Q9BUJ2
P19525	P46087
P08069	P20936
P30153	P31751
P29590	Q03014
P32004	Q01484
P43220	P84996
P50454	Q6UXH1
P05388	P63173
Q8TAX0	Q9UET6
O15392	Q13490
Q9HCE7	Q9NQS1
O75676	Q99941
O14662	Q96AJ9
O43852	P02743
P52756	Q5T3J3
Q13546	Q15628
P12270	P35658
P18146	Q5JXC2
Q8N3U4	Q8WVM7
P18206	Q9NYB9
P29460	P38484
P33240	Q9UKF6
O00327	Q99743
Q12778	Q8IXJ6
P63215	Q9UBY5
P42224	Q13287
Q96D31	Q9P246
P06241	Q9ULD4
P62714	Q00005
Q9NRL3	Q9Y2U9
Q99459	Q99832
P05783	Q8IYI6
Q8N371	Q99447
P09960	P30480
P06241	Q14185
P62633	Q9NZI8
P62987	Q29983
O43809	Q92845
P02787	P78314
P27482	P29474
Q13315	Q9P0K8
P06239	Q13094
P10301	Q12967
Q8IUQ4	Q9H9Q2
P78371	Q9Y572
P63211	Q13972
O14639	P01106
O14980	P35658
P62158	Q00005
Q13237	Q70SY1
O00459	Q13191
Q8TB45	Q9BVC4
P49327	Q99459
Q13315	Q6SA08
P40337	Q86SX6
P09012	P52747
P38405	Q6IFH4
O95819	Q08211
407026	P60953
P12814	Q86UL8
Q01081	Q70Z53
P12107	Q13683
P29372	P48047
P15880	P22090
P25101	P43250
P53778	Q13976
O95500	Q8N6F1
P04899	Q01970
Q01105	Q9Y4K3
P08047	Q13547
P01730	Q05397
Q93008	Q96L34
P54284	Q14738
P05387	P46779
P35638	Q07890
Q9UP38	Q9Y6F9
P38159	Q86V81
P23508	Q9HC38
P11171	Q01469
O43639	Q5T5P2
O14893	P84103
P37231	Q92793
Q6VN20	Q96KG7
Q92769	Q969G3
P01111	P05412
A6NMZ7	P18084
Q9Y5M8	Q9Y5V3
P62888	Q15843
P04049	P27986
P62241	P62847
P30519	Q6QNY1
P68366	Q15813
P09104	P27816
Q13156	Q9H9A7
O43520	P01106
Q8IU57	Q969D9
P38405	Q9Y3N9
O43182	P84095
P26368	P49759
Q15287	Q9Y3F4
Q05086	Q6IE81
P30281	Q9H063
P08047	Q9GZV3
P26373	Q92901
Q13554	Q9NY47
O15397	P19438
P12814	Q9UKX5
P51587	Q14565
P61457	Q6ZVK8
P49888	Q8TC92
P12544	Q8TEW0
A6NC98	Q99624
P10912	P52333
P27986	P41597
P12544	P25116
P23921	Q13315
P10827	Q14686
P28482	Q03135
P84022	Q9ULV0
P11802	P35249
O15230	P16070
P22694	Q8WXS5
P11171	P22061
P42224	Q03518
O60573	Q7L576
P21673	Q9UKR5
P60174	Q9UMX0
P10276	Q96L73
P05452	P49841
Q09028	Q9UJX2
Q8WVZ9	Q9H0R8
Q14781	Q9BSM1
Q13315	Q99592
P27361	Q02930
O15111	P07900
O43395	Q8WYA6
Q13748	Q99759
P98175	Q9Y263
P17600	P46108
51639	Q9UKE5
O00470	Q6UUV9
P04843	Q5VYV7
Q13315	Q8IZ52
P09237	Q9NQB0
407018	P28676
P04222	P28070
Q06124	Q13241
O60739	P39023
Q13573	Q13610
P14923	Q9NQB0
O00571	Q96KM6
P46782	P62701
O94916	Q13557
P55769	Q13573
P25942	P42224
P06729	P27986
P98170	Q9Y5V3
P30968	P63092
P49207	P62913
Q9NV56	Q9UBU8
Q07866	Q9UPT6
Q08188	Q8IY92
406984	Q9Y2I8
P29459	P31785
Q6NYC1	Q92560
Q96HC4	Q9UBQ5
P00533	P62736
Q99459	Q9NQW6
P06899	P09874
P12956	P78396
O14764	Q9UMX0
O14933	Q9Y508
P49674	P62877
Q14203	Q9NRI5
O95059	Q969H6
P60660	Q01844
P61587	Q9UNA1
P45984	Q13115
406982	Q12852
P47712	Q5JWF2
O15399	P78352
P26599	P51991
P32243	P54253
P0DJD1	P63279
P26367	Q5SQQ9
O00213	P48023
P15248	Q99665
O75486	P61244
O00459	P63104
P50570	Q9Y4P8
Q13315	Q5QJE6
Q12834	Q9NS23
Q13685	Q9HC29
P41220	Q9P2H0
P01574	Q14626
P67870	Q6IQ26
P16144	P46108
P21802	Q9NRA1
P13807	P18146
O60508	Q01081
P16220	Q9UK59
P47712	Q03113
P63104	Q9UKX3
P55084	Q00653
Q5SXM2	Q99459
Q8N448	Q8TBB1
Q16787	Q96K37
P63092	Q9UBY5
P26641	P62857
P30291	Q8WZA2
Q08881	Q8IZP0
O95819	P11142
Q8TCG1	Q9UQF2
P17535	P20809
O95166	Q9Y3P9
O60271	P19838
Q16514	Q9BRQ0
P04141	P26992
Q13425	Q9Y4J8
O15371	P05198
O94874	P62837
P54284	Q13557
P31431	Q01955
Q14511	Q15797
P50222	P54652
P17947	P21359
P22736	P48443
P22612	Q03060
P00519	P42167
O14980	Q9BZL6
P46527	Q12933
P26599	Q13243
P47813	P55010
O15297	Q04206
O95402	P30542
O14920	P49407
P08631	P10721
P05455	P49863
Q13683	Q92752
O14744	P31269
O75461	Q9UBK9
O95424	Q9BTW9
Q12792	Q13573
P07942	Q92766
O75928	P10275
P81877	Q86U70
O00238	Q9H4E5
Q6UXL0	Q9ULV8
P17612	P26678
Q96T60	Q9BQ66
P36954	Q6PD62
Q15428	Q9BUJ2
Q92574	Q9P0N9
P63165	Q9C0J8
P05976	Q9UIK4
Q70Z53	Q96DF8
P01111	Q13555
P05129	Q14145
O43741	Q16875
P60520	Q9Y4P1
P09651	Q6WCQ1
P04424	Q9H1D9
P34932	P45983
P62158	Q13562
P36894	Q13145
O76003	Q04759
Q13573	Q7Z7E8
P61081	Q14164
P15311	Q9NZA1
P01106	Q96AA3
O60674	Q15303
O75368	P00533
P11362	P21781
P30304	Q8IZL9
P46109	Q14511
O15162	P49901
O43395	Q9Y675
P62753	P62851
P63104	Q75N03
P62993	Q9Y2H0
P78369	Q9Y5I7
Q06124	Q99706
O14639	P62993
P43246	Q9Y6K9
P24522	P52564
P22681	P38484
P60953	Q14185
P27361	Q05923
Q09472	Q14186
P60484	Q7L5N1
O95299	P03905
P0CG47	P26358
O43933	Q7Z412
Q14055	Q8NC60
Q14194	Q9NVP1
P17948	P46108
P26641	P61956
P15509	P22301
Q10570	Q6P1J9
5512	P62140
P98171	Q9H4E5
O75554	Q12874
B1AH88	Q99426
P45985	Q99683
Q13137	Q7Z434
O14744	P85299
P15884	Q06455
P20339	Q8NEB9
P04406	Q99558
P42574	P45983
Q96GP6	Q9H2G2
P45985	Q9Y243
P67870	Q9P287
P20671	Q9BY41
P21796	Q8WZ42
P02462	Q13683
P31785	P35225
P40337	Q15370
O00217	P03901
P16871	P32119
P78386	Q9NYV4
P17542	P46108
Q9HC52	Q9UPN9
P0CG48	P49459
O95257	Q9Y3C7
P61247	Q00653
P27348	P78314
Q13576	Q15653
O94806	Q5SW24
Q9UBQ5	Q9Y262
P13533	P68032
P46109	P56199
P02462	P26012
P48551	Q86WN2
P61254	Q9UNX3
P05198	Q13347
O14964	P06132
P46108	Q9NQ76
O96019	P52565
P01106	Q9Y6K0
P31947	P33176
P60866	P62847
P07359	Q8WYR1
P31946	P63104
Q01780	Q8IZ52
P51114	Q7L576
P51817	Q14957
P45983	Q12778
O95602	Q9Y2S0
P62330	Q99418
P00519	P46013
P20073	P38606
Q6NUN9	Q9BPY3
P40939	Q9H492
O75182	Q13547
Q16778	Q9UBL3
P23528	Q76I76
Q96HA1	Q99567
Q9NW38	Q9UBZ9
P23769	Q05516
Q15424	Q9GZQ8
P13942	P53708
P04222	P60900
O95486	Q9NQW1
O60840	P30154
P25116	Q9HAV0
P04183	P61978
P38432	Q96HA8
P15036	P20226
Q8NEU8	Q9HCB6
P10966	P30443
P01133	P0CG47
P08514	Q05397
P12814	Q9NP98
P41732	Q96QD9
O75369	Q53GL0
O75530	Q02539
Q04637	Q53EL6
P04216	P06241
Q8IUE6	Q99880
P63279	Q09472
O14757	P30305
P84077	Q9ULH1
P31751	P49840
P39023	P62913
Q12874	Q99836
Q12933	Q9Y575
P04637	Q8TAQ2
P04141	P08887
P10914	P42229
P11940	Q13573
P04275	Q13797
Q13952	Q15633
O15164	Q13185
Q07889	Q15811
P25025	P80098
O15335	P08514
406928	Q00534
Q9H840	Q9P2H0
P08590	P16871
Q15393	Q9UJ70
P02452	P08514
P27487	P35680
P01889	P48147
P60880	Q9C026
P29965	Q7Z591
P21549	Q9Y6H5
P08138	Q9NP95
P07910	Q15834
Q01970	Q13467
Q0ZGT2	Q92832
O43318	Q7L7X3
Q05655	Q9Y624
P62805	P68400
O14508	Q14627
P01566	P16871
Q01094	Q99741
O43752	Q9H270
P08588	Q8WTQ7
P50616	Q96GD3
P06493	Q13952
Q13200	Q14644
P02788	P08571
O95180	Q9NZV8
406906	Q96QU8
O43929	Q13416
Q13535	Q8N163
Q16254	Q8N682
O00574	P47992
406968	O75461
Q8TEW0	Q9H2G2
Q16270	Q9Y5Y6
P14616	Q92569
P14618	P38936
P62158	Q86XI6
Q16531	Q9Y6K9
P09919	Q9UHF4
P08172	Q96D09
O60341	O95983
P13747	Q8N743
P09919	Q8IU57
P56706	Q8N474
Q8NDV3	Q9UJ98
P05112	Q01344
P27348	Q9P2D8
O96020	Q9UJX4
O43439	Q9Y2D9
P01112	Q15811
Q15291	Q16778
P48551	Q8IZI9
O14625	P51685
O15131	P04040
P02751	P62993
Q86X95	Q9Y618
P04141	Q9UHF4
P46527	Q05513
Q15811	Q8TAQ2
O15131	Q9NVS9
P55318	Q16630
P00519	Q9NZV5
Q92560	Q9Y385
O14933	Q86TI0
Q15038	Q9H0M0
P19174	Q05193
P12757	P84022
P25054	P33176
O15123	P11362
O95433	Q9H1R2
P10275	P55345
Q15654	Q9HBW0
P10914	Q9P2K8
P01602	Q8IY92
O43255	Q9Y6H5
P04075	P29466
P04183	P25054
P27348	P68363
P01106	Q9Y6Y9
Q66LE6	Q8WWM7
Q5JWF2	Q9P2W3
P20336	Q96QF0
O15524	Q9HBE5
O43889	O75582
O15169	P68104
O15105	P36873
P07900	Q9GZX7
P01903	P79483
P13612	P55268
P07195	P16104
O60674	O75159
P05231	P15509
P0C0S5	Q96Q83
Q92569	Q9H0B6
O60880	Q99704
P62805	Q12824
Q92993	Q99728
P08047	P29474
P17301	P46109
407014	P45985
O00422	P54577
P20936	P63244
O75691	Q9Y6K9
Q9NP55	Q9NRR5
O15031	Q9C0C4
P00533	P01138
Q13315	Q14562
P61077	Q96A37
P63218	Q13698
P12931	P20701
P06400	P33993
P05231	Q9HBE5
Q15118	Q9Y2R2
P62841	P63220
Q9BS18	Q9H1A4
Q05519	Q86U42
P02775	P49682
Q8WYA1	Q99814
Q15834	Q7Z3B3
P62993	Q02543
P35626	Q8NH56
P05412	P38398
P52272	Q8IYB3
P31947	P61962
O75410	Q8NHU6
P17480	Q9Y265
P61088	Q96BK5
P17252	Q15109
P22612	Q12791
P04198	P33991
P15170	Q13075
P01857	P49221
P04637	Q99873
O75015	Q8N149
P62993	Q9UM54
P35348	Q14344
P08069	Q99961
O14777	P30622
Q96ID5	Q99873
Q13315	Q9HAW4
P08069	P63096
O14561	P03915
343477	P01889
Q6T4P5	Q9NRL3
P32121	Q8NGD3
P01732	P61769
O60306	Q96NB3
P00533	P12956
P02545	P49790
407049	Q8WY64
P17081	Q52LW3
O00257	Q13642
P07900	P43403
P31946	Q14739
O94941	Q13404
Q13573	Q14527
Q92698	Q9UER7
P01243	Q9UNM6
P24522	Q15652
P14780	Q99075
Q9H7E9	Q9UMY1
P22362	P51681
P63208	Q8TCJ0
P30153	Q9NSA3
Q15427	Q15811
Q29RF7	Q7Z5K2
O95178	P56556
P37198	Q8WYP5
P62158	Q05682
Q13315	Q96QE3
Q01668	Q13554
P05388	P61254
O95149	P45378
P22455	Q96PU5
P21731	P29992
Q15796	Q9NP97
P10809	Q9UM73
P16333	Q8TEW0
P54253	Q9NX95
P18859	Q9UHD2
P05060	Q99700
P62191	P62333
P10144	Q9HB31
P49005	Q9Y2S7
O43908	P30511
O43524	P63104
P58418	Q13402
P49207	P61353
O43320	P35968
P01889	P61086
P43405	Q5TFQ8
O75385	Q8TDY2
P13500	P42224
P29597	P31785
P17844	P61978
P63104	Q6ICG6
O60840	Q13557
P62136	Q9UF02
P17676	P42226
O95400	Q9Y620
Q96RT1	Q9HC29
P54619	Q15831
P14373	P63279
Q15788	Q9H1R2
P06239	Q9Y4K3
Q07955	Q8IWZ8
P61077	Q9UKV5
P19429	P67936
P35916	Q8WYR1
P50453	P68371
O60716	P07947
P25205	Q96CS2
P01106	Q13496
O43353	P04179
O75533	Q9UHX1
O60573	Q9BQ66
P84243	Q96T88
P30542	Q9Y4L5
P41134	Q14469
O95661	Q15329
Q9C086	Q9Y5K5
Q02543	Q92901
O43390	Q9Y285
P49682	Q8WTQ7
O15335	Q05397
P60520	Q5TCY1
P48039	P50151
O43674	P03897
P08637	Q8IYS5
P42336	Q92569
Q13242	Q15365
O75578	Q05397
Q13535	Q8ND82
P52306	P61586
P42574	Q9UBF6
P09769	Q8IZP0
Q8IYM9	Q9P2R6
P36894	P84022
O43921	P20936
P10275	P63244
P10911	Q07912
O60840	Q969Q6
P28749	Q99708
Q05639	Q12933
O94805	P20073
P29372	P68402
Q02539	Q86U86
P10809	P16871
406937	Q01860
P61956	P67870
P42262	Q05586
P41597	P63096
P10767	P22607
O14641	Q86T65
P25025	P80162
Q09472	Q14191
P62993	Q9NZM4
Q15475	Q9UI36
P22612	P48058
P05015	Q01113
P40429	P50914
P00540	P01116
P00519	Q13023
P02775	P16871
P28221	P62879
P05067	P78352
Q15642	Q9Y2W2
P30519	Q7L5N1
Q13177	Q99759
O75530	P26358
P19474	P63316
O43741	P13569
P62993	Q99697
P05129	Q99941
Q12824	Q86U86
Q8IU60	Q92900
P31152	Q9UQC2
Q05516	Q8WUI4
P05129	P46527
Q08116	Q9BVJ6
P0CG48	Q96QV6
P35626	Q8NGJ2
P61587	Q13009
P62745	Q8IZD9
O14827	P55157
P56747	P56856
O00585	P13611
P51617	Q9Y616
P56748	Q9UDY2
Q92870	Q9HCE7
P01106	Q92828
O15371	P60709
P05141	Q13233
Q14197	Q15046
P07196	P08670
O43524	Q8WTS6
P42766	P62906
P43250	P46092
P03897	P03915
P43364	Q6ZU52
Q9HAV0	Q9UBS5
O43261	Q13885
P61619	Q86WV6
Q12968	Q13555
P01106	Q96KQ7
O60504	Q8N684
P04141	Q6UXL0
O43921	P09619
Q9UHD9	Q9Y3C5
P04049	P08727
P46379	Q8TEK3
P08581	P21583
P09603	P16234
P46779	Q9UQ80
P17676	P35354
P46782	Q9Y6K9
P16871	P55072
P10145	P46094
O94776	P51587
P62166	Q9UBF8
O15160	Q15572
Q13315	Q96HB5
P10398	P36507
P61077	Q9Y4L5
O14744	Q86UQ8
Q93045	Q96D09
P50570	Q9UBV8
P04156	Q05193
O00212	Q8N1I0
P62807	P78545
Q6Y7W6	Q9Y2W2
P35626	Q8NG75
P25786	P25789
Q99442	Q9UGP8
Q96L34	Q9UL42
P05141	Q9UKV8
P21673	Q96BY9
P06132	P08246
Q9NPB6	Q9Y2Z0
P78527	Q9Y572
P13612	P26010
Q13315	Q9P258
P49207	P84098
Q15428	Q9HAU4
P17693	P26717
Q8TB72	Q9NQZ3
P51532	Q14526
P19419	Q16539
O15379	P62805
P20073	Q04724
O15111	P62136
O43741	P13807
P0DJD0	P63279
P21580	Q92985
P20333	Q16512
P20333	Q9NRQ2
P09874	Q8IW19
P83881	Q02543
Q9H1C4	Q9UBV2
Q12873	Q9NS87
P30530	Q63HR2
P22607	Q9HAU4
P06241	Q14315
P40429	P63173
P10600	P35443
Q14197	Q96CB9
O60739	P54819
O60840	P59768
Q96J02	Q99962
P15311	P60709
P08134	Q07889
P10767	P21802
P45983	Q96J02
O15504	Q96EE3
P46527	P61970
Q8N474	Q9UP38
Q13573	Q9Y5K5
P62805	Q09028
P51991	Q15365
Q15654	Q8TEM1
Q04206	Q9H9B1
P18124	P32969
O14735	P05386
P08253	P13498
O14746	P23443
O95149	Q14974
P25116	Q5JY77
Q8IY92	Q9H9J2
Q16643	Q9Y297
Q16254	Q16875
P07550	P84996
P0C1H6	Q6FI13
407046	P55316
P42830	P51677
P55201	Q8WYH8
P22090	P61247
Q9NYQ7	Q9UH65
P21781	P21802
P54259	Q9BQ66
Q00839	Q01201
P16333	P31994
P22736	Q14802
O43678	O75251
P62269	Q9HCK5
P04637	P04731
Q96L33	Q9P2F6
P25054	P49023
P60953	Q5JSL3
Q14161	Q96DR7
O75116	P62140
P13501	P15336
Q8IYD1	Q96DU9
O15111	Q15628
P61077	Q9C040
P04839	P19320
P06899	P26927
P09619	P12034
O60603	Q9H0E2
Q14498	Q8N5F7
Q13158	Q86UA6
Q9HC24	Q9UM00
Q10570	Q6UN15
P27635	P62888
O14610	O14827
P82980	Q92796
Q9H1D9	Q9NW08
P10275	Q969G3
P49407	Q08499
P31943	Q92620
P51149	Q9BUF5
O60895	O95467
P11229	P50151
P62993	Q13509
P62979	Q96PM5
P13569	P49711
O15162	Q9UQ90
Q96KG7	Q9UL54
P98177	Q8IZQ8
Q04759	Q9H0R8
P08581	P29353
O75154	Q02241
Q07890	Q969Y2
P05109	P62937
Q53QZ3	Q7L0Q8
P05019	P35568
Q14498	Q15287
Q9H8T0	Q9NX47
O00459	Q9NSB8
Q16760	Q9UKX3
O00329	P41743
P60709	Q13546
Q13158	Q15628
P62330	Q04637
Q99062	Q9HBE4
P35637	Q9NX58
P35227	Q14781
P27635	P62913
O15117	Q86WV1
P42574	P52566
P48436	Q93074
O60229	Q5VTD9
P60763	Q92608
O60739	P24752
A8K6C2	Q01344
P20591	P48995
P10912	P62993
O00744	Q9NPG1
O15524	P06213
Q96GD4	Q9NR09
P55157	Q8NFP9
O95622	P50151
P06241	P16671
P43629	Q9BU61
Q13619	Q9GZS3
P50914	P61927
P00519	P46937
O00232	Q9UL46
Q13554	Q13936
P45880	Q16611
Q13237	Q86W47
P10145	P49682
O75496	Q14209
P07737	P55196
P21796	Q9H0C2
O43677	O95182
Q15796	Q99466
P06241	Q13023
P41182	Q9BQF6
P18206	Q9Y224
P48454	Q01668
P26447	Q99075
P14635	P50613
O15519	Q04206
Q5VTD9	Q9UHF1
P78508	Q14005
P45983	P45984
Q12772	Q9UKL3
Q13535	Q9H2K8
O43150	Q15788
P38936	P60709
Q5T7M9	Q9UGN5
Q15834	Q15906
P04085	P06213
Q96QV6	Q99880
O60603	Q8IUC6
P41743	P42336
P54284	Q9UQM7
406933	Q96JJ3
P51965	Q5VTR2
P53350	Q6PGQ7
P01111	P08581
P47813	P54253
Q15796	Q9NQ69
P02768	P08603
P54727	P68104
P16885	Q8TD86
O15350	Q14790
O95757	P01889
P51610	Q13547
O00483	P03891
P61224	Q9UKW4
P35626	Q8NGY9
P61024	P63208
O14543	Q9UQF2
O43390	P14866
P01024	P15529
P22087	Q9NY93
P04156	Q14011
P58753	Q06187
Q00653	Q9BSJ2
P18146	Q8WXI7
P25208	P32519
P62304	Q9H840
P01588	P16471
O43390	P01106
P11940	P30480
406885	P05231
P10321	P26715
P25025	P32121
O96006	P07602
O75578	P18084
P20823	P30086
O75674	Q00610
P83881	Q9UNX3
P68402	Q9Y4K3
P20248	Q09472
P48730	P78396
P42285	Q92945
P07437	Q96KQ4
A6NMZ7	Q9UKX5
P62330	Q9HB71
O15264	Q16828
P04637	P13693
Q92956	Q99873
Q12778	Q15759
P05023	P13693
Q8N3R9	Q9BYG4
O60551	Q05513
P52306	P63000
P49238	Q9Y4X3
O43447	Q9UKE5
P06213	P15692
P01106	P11233
P25788	Q00987
P12111	P26006
P01566	Q04206
P62249	Q9NY93
Q01130	Q14683
P08069	P20827
Q8IUQ4	Q8NHQ8
Q04837	Q13315
Q96BY2	Q9NRR5
P04629	Q9Y371
Q13705	Q96RT1
P08123	P13612
Q13362	Q96Q15
O95295	P55268
P02647	P02745
O00555	P63211
P23219	P53779
Q13137	Q9UHD2
Q15714	Q9HB58
Q9UBD5	Q9Y619
Q14164	Q8WU90
406977	O14920
P51149	Q9H4B7
P0C1Z6	Q13535
P62310	Q9Y4Y9
P20702	Q00577
Q13535	Q3MIT2
P01570	P24394
O00300	P50591
P10321	P43626
P10415	Q01543
Q8TBX8	Q9Y6U3
Q15796	Q9Y262
O43795	P01106
P0CAP1	P63167
P29728	Q00978
C9J442	Q15796
P41220	Q14524
P38432	Q15020
P09919	Q99062
P06748	Q9NX58
O14788	Q9P2H0
P22694	Q13733
P49815	Q15349
P10144	Q9H853
P05106	P13612
P50222	Q9Y512
P19784	Q15287
O75478	Q9Y4A5
P04150	P09086
P08253	P80098
P68104	P78560
O96017	Q9UD71
P22694	Q07699
P11142	P16949
P01241	P42702
P38405	Q8NH50
O43676	O95168
Q13625	Q8NHQ8
P00533	P01133
P01375	Q14653
P30279	Q16539
Q15102	Q9GZR7
P18564	P25940
P25445	P25490
P30153	Q9Y580
P17948	P23467
O95467	P11229
P32121	Q8NH41
O00755	Q9ULV1
A4QPB2	P53350
Q13555	Q9Y698
Q14469	Q9UBN7
Q13526	Q9NY61
P29353	P30530
O15514	Q9NWA0
P25025	P25098
O60506	Q9NR22
P68104	Q9NPH0
Q05469	Q9UGI9
Q08945	Q16778
Q9NY65	Q9Y6G9
O00459	Q08881
Q12933	Q16512
P14598	P14780
O94967	Q96EP1
P53778	Q04771
P62714	Q02750
O75478	P68431
P34998	Q03113
O14715	P63279
P41743	Q9H492
O14978	Q9NWS9
P29372	Q96AH8
P20333	P62269
P61586	Q92888
Q14653	Q8IZI9
9757	Q15291
Q16637	Q71U36
P62826	Q9P2G9
P12883	Q9P2M7
P17252	Q9Y624
P28331	Q16718
Q14790	Q86UA6
P11387	Q13315
P07384	P15311
O15056	Q9H2G2
P61587	Q6ZUM4
Q00887	Q5UIP0
P02775	P32246
Q9H8E8	Q9NR33
Q9UKP3	Q9Y2Z0
O95980	P04626
Q7Z4H7	Q9NVX0
P84022	Q96RN5
P63096	Q9UBI6
O60814	Q9UQL6
P14316	Q08209
P19387	Q8WVC0
Q96EE3	Q99567
P13500	P61073
P10721	Q15389
P35442	P56199
P13805	Q9Y328
P49023	Q9NVD7
P01588	Q5VWK5
P52306	Q92845
P53803	Q9Y250
O14640	O15169
O43318	Q9Y6Q6
P01857	Q14773
P63104	Q5VV41
P49238	Q92583
O95751	Q96PV7
P84095	Q9BZ29
P32121	P63151
O60733	P84077
P01106	Q13724
P02776	P10124
P14625	P19784
Q9Y265	Q9Y4A5
Q15717	Q96EB6
Q14164	Q3ZAQ7
Q13586	Q96D31
P40692	Q16254
P12318	P27986
P0CG06	Q9NRR5
P02749	P43629
P01116	P15056
P62917	P62987
P08246	Q14353
Q8NER5	Q96S42
P35443	P61812
O75582	P84090
P34931	P53779
O15047	P68431
O95785	P38936
Q13748	Q9NRH3
P38405	Q96R09
P13236	P51685
P26599	Q99729
P06858	P98164
P12318	Q8NHL6
P15882	P61586
P42684	P46108
O14733	Q9NYJ8
P16885	P43405
P12931	P27540
O15031	Q92730
O15055	Q49AN0
Q8NFH3	Q99567
P61224	P61586
O14654	P28482
O75293	P04637
O14508	P42224
P00505	P78396
Q13509	Q14155
P46783	Q96BK5
P62136	Q9C0J8
Q13315	Q15075
P38570	P56945
O43395	Q15428
P01112	Q04864
P52747	Q14653
P32121	Q8NGW1
P26368	Q99717
Q9BQY4	Q9Y4Z0
P30559	Q08289
Q7L7X3	Q9H7E9
O75448	Q9Y2X0
O60739	Q15819
P12004	P18887
P04141	Q5VWK5
P41227	Q9NTK1
P46060	Q8IY92
O15145	Q92558
Q8NFH3	Q96HA1
P05109	Q9BQ83
P62745	Q7Z6B7
O95208	P0CG48
P07910	P84103
Q08170	Q9HCE7
P21246	P56182
P11308	P50549
P54257	Q9UFN0
Q13363	Q13465
Q969Q6	Q9Y698
P08670	Q14203
Q5T3J3	Q9H1D9
P47992	P61073
Q8WVB3	Q969X0
Q96B26	Q9Y3B2
Q13315	Q9H307
P24844	Q7Z406
P48357	Q9NSE2
O60603	P49006
P78537	Q99624
P60709	Q92558
Q14164	Q92985
P17813	P18075
O00220	Q92851
Q14802	Q9NXK8
P01243	P15924
P41235	Q99435
P08754	Q9NQ66
O60359	P62714
P25787	P49720
Q99062	Q9ULV8
O00574	Q99616
P43360	Q04637
P23434	Q8WYH8
P36956	Q02535
Q8TD90	Q99459
P31314	Q92793
Q13398	Q9GZM8
Q8NCM8	Q96NA2
Q13155	Q9Y383
P37840	Q5VU43
O15550	P06400
P12644	P36894
P10070	P62258
P08670	Q8IYB7
P35968	Q9Y4K3
O43639	Q08345
P13693	Q14164
407006	O43521
P13533	P61586
Q92519	Q92523
O14965	P35222
P32246	P63096
P35544	P46783
P17612	P52945
P60709	Q9Y265
P43250	P46094
P33981	Q00653
O95870	Q9BVK8
O00743	P36897
Q96RT1	Q9UQ13
P15923	Q9Y230
P20226	P35226
O43150	P62993
Q9Y4K3	Q9Y6Q6
406947	P43243
P15336	Q92793
P15498	P17947
A6NIT4	P42702
P61313	Q9UQ80
Q06265	Q9Y2L1
Q13315	Q99081
O94856	P16333
P22362	P32302
P25116	P29992
P62807	Q9UBN7
Q155Q3	Q9Y6R4
Q99728	Q9P2H0
P58400	Q8N2Q7
P59768	Q9UBY5
P51991	P61978
O96013	P27348
P30046	P30480
P62993	Q92947
P30480	P55209
O95777	P52209
Q15418	Q8N122
P29590	Q8N2W9
P63146	Q6P1J9
Q7L1V2	Q9H270
P27635	P42766
P30153	Q9NUC0
P24394	P78552
P07766	Q14790
O00238	Q13501
Q01201	Q92583
O43927	P49238
P46108	Q9UN73
P20226	P25208
P04626	P12830
Q9H1D9	Q9Y535
P16220	Q6UUV7
O43439	Q9UPN9
Q92974	Q9BUF5
P35659	Q10586
P16871	P68366
P21675	Q16548
Q3ZCM7	Q6PEY2
P55081	Q92620
P27701	Q8TAA9
Q6WCQ1	Q9BZL4
Q04771	Q96D21
P49366	P62256
O14798	P12236
P36897	Q13153
Q9ULV4	Q9Y572
P52434	P52435
O00329	Q6ZUJ8
O00141	P12882
P23526	P30480
P05129	P10398
P19838	P33681
O43521	Q8N3U4
P54259	P98175
Q16620	Q9NRF2
P06239	Q07666
Q99638	Q9UJX2
P17480	P25440
Q96A33	Q9H1C4
P52758	Q9Y4K3
O75626	Q96DX7
P05771	P61586
P86790	Q99459
O14610	O60503
Q04759	Q9GZQ8
P35998	P62333
P21860	Q99963
P37802	Q9Y4K3
