#node1	node2
P61457	Q8TBB1
O95477	Q13884
P46783	P62244
O94761	Q06609
P08514	P26010
P06493	P20700
P38398	Q10586
P04406	Q9BX70
O76015	P61981
P0CG48	Q9Y3D6
P78337	Q13562
O00206	P55085
Q8IYX3	Q99750
O94856	Q12860
O75113	Q96J02
P63104	Q96B36
P63165	Q7Z7K6
Q14155	Q9BZW8
O60936	P78324
O43242	Q15008
P21731	P50148
Q13509	Q8WVB3
O60346	Q9Y243
O60237	Q13976
P04626	Q9H6Q3
P08047	Q13485
O43318	Q8IYH5
Q6PD74	Q99613
Q15038	Q9Y3C7
P48357	Q9GZX6
P78537	Q9ULM3
P01241	P26992
P28482	Q13464
O00161	Q12846
O14733	P60763
P29992	P30968
P51946	Q13330
P51991	Q14683
P04637	Q9BZR8
P16144	P49023
P43307	P51681
P01889	P23526
P06756	P29400
Q07889	Q5TCZ1
P78556	Q15311
Q86XI2	Q9Y5J5
P17275	Q07817
P62277	Q9UKV8
P41586	P84996
P62714	Q16539
O60264	Q9H9Y6
Q15080	Q15759
P30154	Q13573
P05771	Q9NYA1
P02741	P17676
P16144	P18054
P43405	P52735
P0C1H6	Q96KK5
Q13185	Q8IWI9
P43360	Q13617
P07949	Q8WU20
Q6FHJ7	Q9H461
P42285	Q9NZW5
P05121	P24593
Q01844	Q9Y6E0
O43889	P15336
P26368	Q9BZE0
O00574	P09341
P07333	Q96PU5
P25098	P51677
P68400	Q01892
O60739	P29401
O14986	P15153
Q13432	Q15811
Q9Y2Q3	Q9Y5Q9
Q13188	Q8WWW0
Q14197	Q9H1K4
P01225	P41586
26765	Q92547
P08107	P54253
P13942	P16070
P01106	Q9H8W4
P68366	Q96AH8
P41221	Q5T4F7
Q13137	Q9H0R8
Q15155	Q969V3
P29965	P42224
P38936	P40763
O14503	Q9UKY1
Q14194	Q96JB5
P35625	P78536
Q92905	Q9BXL7
P32121	Q8NG77
P46736	Q06609
P62993	Q9Y5X2
O15162	Q9NZV1
Q15596	Q15788
P11912	P14317
Q70EL1	Q96CF2
P31947	Q86W92
Q15691	Q96GD4
Q9H2G2	Q9Y697
P26992	Q86WN2
P11177	P38936
P50402	Q16659
P49841	Q9UHR5
Q8TDS4	Q9UBU3
P30874	P61278
Q14197	Q8TAE8
P50222	P54652
P14784	P51692
O14964	O60784
P04183	Q13885
P35626	Q8NH76
A4D0S4	Q9UKX5
Q12986	Q9BUJ2
O94907	P62993
P12931	P25963
O00459	PB_10
Q14332	Q6FHJ7
P16471	Q9GZX6
Q96AQ6	Q9Y3C0
P62805	Q9Y265
O95985	P54132
P01275	P43220
P45379	P63316
P52597	P84103
P55055	Q9Y600
P27361	Q9BZM1
P35222	Q9UGN5
O95631	P23229
P08631	P56945
P18754	P55084
O00459	P54709
O60840	Q9Y5P8
Q13526	Q9HC98
P80511	Q15109
P01138	P16234
P05106	P56199
P49841	Q9Y383
Q13191	Q8WYR1
P26368	Q9BUJ2
P54727	Q13200
O94907	P56704
P49682	Q9H2A7
Q15788	Q92922
P19544	Q7L7X3
O43908	P17693
Q13952	Q68DE3
P51686	P78556
P56524	Q8IUE6
P53618	Q8NFJ8
O75937	Q15428
P15056	P31947
P50502	Q99759
P34931	Q8TDR0
P49005	Q15054
P62304	Q15428
P27348	Q99698
O75800	Q9NX47
Q8IXI1	Q9P107
P14866	Q8N1I0
Q14192	Q8WUM4
P68431	Q96L73
P05023	P42338
Q07889	Q15628
P12110	P18564
P05129	Q86UR1
Q5T1C6	Q9Y243
P08107	P12956
Q9H853	Q9NRH3
P16220	P25774
P04198	P33991
P56945	Q9H2G2
P10720	P51685
Q03113	Q9H228
P04179	Q14164
P20618	P61421
407011	P00749
O43493	Q9BXS5
O43924	P54725
O00471	Q92766
P14625	Q00613
P67809	Q5JVS0
P20702	Q06546
O14640	Q86Z02
P23458	Q9HCK5
P37173	Q02447
P25024	P80098
O94888	Q13535
P19438	P60709
P51659	Q92597
O95292	P48039
P10275	Q9UHY1
A7KAX9	P06241
P62330	Q92538
O60861	O95466
Q08211	Q8IWZ8
P67775	Q14738
P16333	Q13191
P20248	Q13415
O60921	Q9UIF7
O14807	P27986
P49790	Q8NFH3
P01031	P13671
P62753	Q9UL18
P27348	Q8IV61
P25025	Q9UBD3
P19838	Q86UA6
P62993	Q14008
O43474	P18146
P51610	Q96A08
Q13315	Q86UW7
O75469	P28702
P35916	Q9HCT0
P12107	P18827
P51681	P80098
Q9NVP2	Q9UKI8
P0CG48	Q9HC16
Q96B97	Q99961
P08754	P51679
Q9Y2Q3	Q9Y678
Q13485	Q9NP66
Q05513	Q13164
P15170	P62495
O15360	P12931
O14645	Q12929
P52565	P61960
P51965	P98170
Q96HF1	Q9Y6F9
P27482	Q93100
P14653	P40424
P57678	Q9UBC1
O14641	O95996
O00755	Q9NRL3
O43610	P62993
P22105	Q05397
P01137	P07942
O43320	P16234
P20226	P20749
P16066	Q6VMQ6
P04899	P22612
P08138	P46108
O60232	Q02413
P20138	P41159
P00374	Q15388
P01106	P53597
P51587	Q9H2G2
P30679	P46663
P55081	Q01081
Q08209	Q9UJX3
Q01113	Q9GZX6
P32456	P67870
O00459	P43403
O43586	P62910
P09913	Q00978
P62280	Q13233
P08708	P62081
P08631	Q14289
Q13535	Q5W0B1
O43586	P05408
Q8WXK4	Q93034
O60262	Q9UBY5
O43913	Q13415
P51665	P60900
O43541	P37173
P20226	Q9Y265
O60934	Q13573
P17301	Q9UKX5
O00716	P40692
Q15084	Q86YB8
Q00653	Q14204
P35225	P40238
P11279	Q9BXS5
P78369	Q9UDY2
P49841	Q9UID3
P35222	Q9Y3R0
O95985	Q9UKJ5
P40337	Q9Y3B4
Q9P2M7	Q9Y2K3
P56705	Q8N474
P10914	Q9HB58
Q12929	Q96ED9
P02787	Q7Z333
P36956	P52789
O75015	P53778
P36575	Q8IZ40
P40227	P60510
P42224	Q9UIS9
Q13200	Q92597
O76050	P61088
Q96LR2	Q9UL45
P01009	Q14541
P49841	P51531
Q9BWN1	Q9P0V3
P35222	Q9UKB5
O75578	Q13683
P40429	Q02878
P41743	Q96L34
P51668	Q9Y3C5
Q12816	Q93009
Q8WWR8	Q93062
Q13554	Q13555
P40925	Q13368
P29992	P34981
O95832	P78369
Q96HA7	Q9NVP2
O95622	P50151
O00472	P41182
P01344	P11717
P38398	Q92547
P35637	Q16629
P24941	Q5MJ68
P05771	Q9NSI5
Q15223	Q8TEW0
O00329	P09471
P19438	P63165
P30154	Q13522
O60359	P63151
Q13330	Q13352
Q13237	Q68CJ9
P16118	P22694
P11217	Q9UKS6
P10644	Q8WTW4
P40337	Q15363
Q13151	Q9BUJ2
Q16531	Q9H211
P56524	Q04917
Q02750	Q9Y6X8
P20023	P60033
Q15029	Q15637
O00410	P18124
O95816	P19438
Q9NYJ7	Q9UM47
P04049	P23458
P07333	Q13191
P26441	Q9HC73
Q12933	Q9NR28
P62993	Q92945
P08651	Q9P0L1
P51812	Q13393
P49716	Q9BSD3
Q13315	Q8IX07
O75674	Q92879
P49756	Q01094
P45983	Q13465
Q6ZVK8	Q96GX9
145781	Q9BQ04
P26639	Q9Y4K3
P01583	P01584
P10301	P42336
P21580	Q15628
P36507	Q13573
O14617	P62330
P10588	P24468
Q66LE6	Q9BXT2
Q96A65	Q9NV70
P01106	P11802
P05388	P61927
O75530	Q15714
Q14738	Q9UF02
O43521	P35637
P12956	P49715
P61964	Q8NEZ4
A7E2V4	P54259
P41235	Q06710
P23443	P42336
P16144	Q9Y490
P61073	Q8WTQ7
P04049	Q96KB5
Q12962	Q9Y4A5
P16104	Q93079
P29350	P43405
P01857	Q14773
P36873	P60660
P12931	Q13796
P11021	Q99558
O96013	Q8IXI1
Q96L34	Q9NPB6
P04083	Q9UKR5
Q05639	Q15628
P53618	Q13424
P61353	P63173
P62993	Q13480
Q9H0R8	Q9UN88
P98160	Q14512
P18564	P56539
Q71U36	Q9UN37
O95295	P11047
P14373	Q9NPD8
Q13315	Q96RL1
P01574	P15260
P11802	Q9UGY1
P02766	Q9UQB3
O60674	P16885
P35544	P62280
Q14201	Q9H361
P10242	Q15759
P02458	P06756
P35527	Q99963
P49715	Q9Y2D1
O95786	Q9UHD2
P42345	Q96B36
O43264	O60566
P56537	Q6UWE0
O95433	P13569
O00329	O14807
P62879	Q9Y4K3
O00459	P61587
P67775	Q16589
P50990	Q66LE6
P05230	P67870
Q8IXK0	Q99496
P12270	Q8NFH3
Q9H204	Q9Y5X1
P57739	Q07157
P16234	Q99962
P00519	Q7Z408
P10914	P40763
P40337	Q3ZAQ7
P01106	Q14683
O00241	P43405
P35680	Q12899
P15260	P35228
Q15645	Q9H0W9
O43295	P84095
P35520	P51116
P42766	P61353
Q2TAZ0	Q9H0R8
Q12834	Q9UJX4
Q13698	Q9Y5P8
P22681	P27986
P18848	Q6UUV7
Q14627	Q9NPF7
P30876	Q9BTT4
P00519	P35326
P06241	Q04759
P06734	P17676
Q13418	Q9UBM7
Q09472	Q9Y6X2
P06241	P63172
P62906	P62910
P13569	P38646
P42338	Q9UN42
574507	P04637
P53778	P59768
P08138	Q93045
O75044	P48023
Q8IX03	Q8N878
O00716	Q9UQC2
P25963	Q13233
O15239	Q9HAU4
P11802	Q8IZT6
O75937	P55795
Q13191	Q99962
P56537	P62714
Q13573	Q96I25
Q96HR3	Q9BWU1
Q8N9I9	Q96B02
Q99466	Q9NR61
P31749	Q04759
Q6UX71	Q9H171
P05129	Q9H0R8
P40189	P40225
O15524	P10721
Q13315	Q6VMQ6
P62993	Q12796
P35462	P63218
P00505	Q9H6R6
P62899	P62987
P35443	Q13683
P00519	Q9NRJ4
Q3MJ16	Q5JWF2
P27987	Q8TD86
Q07343	Q13557
P42766	P83731
P49459	Q8WVC0
P09455	P10276
Q71SY5	Q9NX70
O00329	Q8TCU6
O95298	P03886
P08621	Q99590
O95997	P16220
Q13490	Q8IUD2
P61586	Q9NRY4
P32121	P34982
P24385	P49841
O15360	Q13813
P30466	P43628
P18146	Q15078
P60484	Q04206
P50914	P62910
P01106	Q9BYC8
O95433	Q8IZD9
P05230	P19784
P63165	Q9UJU2
P07900	Q6WCQ1
P25788	P28070
Q06187	Q99755
P09919	Q14626
O75438	P51970
Q2NL82	Q99558
Q04637	Q15029
Q96D21	Q9HAU4
P35626	Q8NGG6
P35568	Q9Y6K9
O43426	Q99961
P05129	P48058
Q13627	Q9H2X6
Q09472	Q13557
P17980	Q15008
O95786	Q96C10
O15379	Q9HCU9
P25490	Q8N488
Q13535	Q5TGY3
P12544	P26583
P21860	P42336
Q15334	Q92796
P63244	Q01959
O43809	Q92989
Q14181	Q15910
O00444	Q12873
P16220	P18075
P25025	P47992
P24530	P50148
P05106	P37173
P05000	Q08334
P51813	Q05397
P13501	P18827
P08138	P35568
P22003	Q9H2X0
P63000	Q96N67
O00629	P63000
Q14562	Q96FV9
Q15648	Q9Y2X0
O00585	P51681
P50150	Q14833
Q14188	Q15329
P62714	Q08289
P68431	Q92793
P62857	P78330
O43312	P42858
Q8WUX9	Q9BY43
O15085	P46108
O15085	P08134
O14543	Q5H9I0
P46109	Q99704
O75365	P50539
P63104	Q8TEW0
P62324	Q5JQF8
O95801	Q5W0B1
Q13416	Q9NYB0
P27797	P48039
O00231	O00487
P04637	P19838
Q13237	Q70SY1
Q9GZR7	Q9H3S7
Q13573	Q86YP4
P01375	P19438
P48544	Q06330
P40337	Q15370
P51817	Q08499
5512	P41236
O75525	Q99873
O95232	Q13315
P10398	P31327
P16520	P27361
P60709	Q9NSD9
P28288	Q9BRX2
P29350	Q07666
P22612	P23634
P08754	P32302
O60885	Q9UHY7
P12270	Q9BW27
P28482	Q9HAV0
P05771	P31995
P52907	Q9Y572
28938	Q14164
P63000	Q07157
P41743	P62834
P07437	Q9NRI5
O15105	Q9HAU4
P25788	Q14164
P49238	Q99731
Q6QNY1	Q8TDH9
Q96KM6	Q96QK1
P50750	Q03164
P50616	P84022
O94979	P55735
P27348	P55196
P19447	Q15545
Q13127	Q9UKB1
P18084	P56945
O00622	P01106
P53779	P61224
O14733	Q9UPT6
O00222	P62873
P49281	P62987
P46779	P83881
P53779	Q9UPT6
P30153	Q9H7D0
P22314	P63279
P37023	Q15796
P0CG47	Q12933
O60506	Q14103
O14920	Q00610
O94972	Q9H4K1
Q09028	Q9H1Y0
Q13438	Q9GZT9
P02792	Q8IWF7
P34931	P78380
P0C5Z0	P62875
Q8NEA6	Q9UMX1
P15976	Q15744
P29466	P50453
P52292	Q93009
P62979	Q93009
O95831	P08107
P50453	Q9UKY1
P22001	Q92529
P23258	Q99996
O43294	P78396
P38159	Q05519
P31751	Q00005
O75586	Q92731
O43791	O75367
P62854	P62993
P07333	P46108
O00255	Q03164
P50148	Q9BX93
P12830	Q16384
P52198	Q5JSL3
P16150	P61978
Q13114	Q92569
O95644	P63104
P00533	P08620
Q14151	Q9GZQ8
P38398	Q86U86
O95750	P09619
P23258	Q13748
O60684	Q13568
P35527	Q00005
P67775	Q16537
O15211	Q14194
P32121	Q8NGF9
P78396	Q05397
Q00005	Q14974
P62314	Q9UHI6
P01236	P19235
P01584	Q9Y239
Q13315	Q6SA08
P22680	Q08050
Q9C0E2	Q9HAW0
P61081	Q9H1Q7
P37802	P40337
Q9H171	Q9UHD2
P61952	Q00722
Q13315	Q5TZA2
O75365	O95347
O43676	Q9UI09
P13747	P27797
P29317	Q9NRA1
Q13509	Q99759
O14901	Q13547
A1A4S6	Q07889
Q969T4	Q99856
P08151	P49841
P11712	P41235
P49736	Q12905
P10276	Q99743
O60260	P49792
P29466	Q9ULZ3
Q14197	Q9UJS0
P63104	Q7Z6B7
Q13573	Q92878
P27815	Q09472
O00308	Q9Y3C5
P63261	Q8NHR9
O43707	P26010
Q8IU54	Q99665
P18077	P83881
P29375	P68431
P27348	Q92574
Q07890	Q12929
P20073	Q9Y3C7
O00744	P51654
Q01814	Q13976
O60674	Q96EY1
P63151	Q9Y243
O75365	Q29RF7
P49593	Q9UK73
P01303	P08908
Q15303	Q8WWG1
O95707	Q13315
Q16795	Q9UI09
O43157	Q9NWH9
P59768	Q15759
P68402	Q13239
Q15633	Q96PK6
O14543	P38484
O60814	P04908
O75081	P17542
P19838	Q9BZ23
P62701	P62847
P12757	Q9UNY4
O15379	Q5QNW6
Q13683	Q9Y6N6
Q07955	Q13151
O15143	Q9P1U1
P55196	Q92963
O76071	Q9BVP2
O15534	P56645
P62877	Q86XK2
P11362	Q9H1Y0
P24539	Q99816
P15153	Q8IVF5
P35372	P49407
O43918	Q15788
P04004	P15151
Q13315	Q8TD55
P36897	P63151
P38936	Q16254
P17028	P57086
P63215	Q08462
A5YKK6	P19793
P16050	P61978
P22455	Q99963
P51685	Q9UBD3
O60504	P00519
P09651	Q15287
P78371	Q66LE6
A8MT69	Q8IYD8
Q9UGP8	Q9Y5J5
O75367	P0C1H6
P04908	P58876
P04222	P17812
P25963	Q3ZCQ8
P51149	Q9UI14
O43439	Q99750
P62873	Q13936
P16104	Q9H488
O60293	Q13315
P13500	Q04206
P17612	P19838
Q14197	Q99623
P39060	Q7Z6L1
P07900	P12956
O95257	Q8NBN7
P01241	Q01469
O15379	Q6FI13
P30153	Q13033
P42338	Q8TCU6
145781	P35998
P00846	P24539
Q01201	Q3ZCQ8
P02768	P05155
O15264	P14618
P62701	Q9H1D9
P47914	P62913
P62807	Q99878
P08670	P35900
P43364	Q9BQ70
P55157	Q96GP6
P08107	Q99933
P22455	Q99962
P48544	P50151
P11802	Q96T76
O60739	Q9UN86
Q00653	Q9BSJ2
P14316	P61769
P29466	Q8WX94
Q07889	Q13480
Q16666	Q86WV6
P08908	P50150
Q12789	Q9Y5Q9
P62316	Q16695
P29459	Q99665
O95819	Q12905
P05198	Q14232
O75019	P31995
406947	Q14164
P62750	P62987
Q92900	Q9UL18
Q13501	Q9NWM8
P12956	Q14191
P28472	Q9H0R8
O60500	P06241
O43809	P60660
O75438	P03915
P29590	P42345
Q13315	Q9NPF5
O60229	P19021
P16144	Q9UQP3
P14314	Q4KWH8
P38405	Q8NGE8
P27348	P50990
P00519	P29322
P38405	Q8NGG7
Q9UBT6	Q9UBZ9
P32248	P80162
P13942	P26006
P62136	Q13315
P04049	P05771
Q13554	Q4G163
P30086	Q99558
Q00653	Q8N163
O60232	Q9BVV2
P06730	P09651
Q00535	Q15078
O00716	O96019
P15104	Q8IXH7
P08514	P12110
O15379	Q7L2E3
P0CG48	Q14934
P61981	Q3LI72
P24863	Q01094
O60237	P60660
P04637	P45983
P36897	Q6SA08
P52948	Q8NFH4
P42338	P60953
Q8N5Z5	Q96CV9
O75367	P33778
Q00987	Q9BQE3
O00442	P47914
P28482	Q15759
O75190	P11142
P32246	Q9Y4X3
P12107	P26006
Q13485	Q9HCS4
O43278	Q9Y5Y6
Q13885	Q9H9G7
O43390	P78527
O43623	P28482
O43684	Q9UJX5
O00459	O14807
P36896	Q5SW24
Q13315	Q13464
O75083	Q15477
Q9ULJ6	Q9Y6K1
Q15139	Q9P212
Q04721	Q9NZ42
Q12834	Q13257
P02768	Q8WZ42
P35711	P56645
O60825	Q9Y478
P17301	P24043
A4D0S4	P18564
P52815	Q14164
P16104	P62937
P62899	Q01844
P30153	P51959
P08754	Q8TDS4
Q9BUV8	Q9Y5J5
Q16595	Q96RG2
P20823	P61981
P62826	Q9P2H0
O96020	Q14209
P29353	P46940
P62877	Q9H211
P62277	Q9UL18
Q13554	Q8NER1
P62993	Q12923
Q8IZD9	Q92730
P12757	Q07954
P25963	Q15628
P14317	Q12965
406882	Q92945
O94806	P02545
P62993	Q07912
Q9NQW1	Q9Y6B6
P04629	Q8WU20
P46459	Q99928
P0C5Y9	Q96A08
O96020	P06400
P01241	P11177
P29590	P62913
Q13547	Q8N108
O14610	P45983
P20827	P29317
P17252	P63211
Q9BTW9	Q9Y6K9
P48634	Q9NTJ4
Q02878	Q92901
P04899	P28482
P60604	Q8IYW5
P60709	P67809
Q9UGI9	Q9Y376
P19438	Q9NVI7
P16220	Q7Z5A7
O00329	Q6ZUJ8
O75037	P04183
P35626	Q8NGG8
P19338	Q9UQ80
P07949	Q9HCE7
P51812	Q9HBU1
Q15424	Q96SB4
P27816	Q13315
P60763	Q9P2F6
P00505	P04406
P21246	Q96SN8
P19438	P54136
O43295	Q92730
26765	Q99966
P25788	P38936
P02788	P49716
Q13200	Q5UIP0
Q15831	Q9C0K7
O43809	Q9Y4K3
P31994	Q6PI73
Q8NB91	Q9HB96
P0C5Y9	Q99877
407013	P16104
O96014	Q14332
Q13547	Q9UIF9
Q04206	Q8IU54
P47224	Q6YP21
O15105	P37173
A7KAX9	P16333
O00222	P63218
P11940	Q9UQ80
O95249	Q13190
Q14469	Q9BTP7
Q01105	Q15172
P18146	P49336
Q05397	Q08043
O15160	Q9Y2Q3
Q9Y230	Q9Y478
P11310	P41235
O75251	P03923
O43521	P21675
P51668	Q9Y4L5
O15304	O43318
Q8N392	Q9NZW5
P11388	Q96T88
O15162	P49639
P01857	P35658
Q05048	Q10570
O15031	P21246
P54725	Q99460
P53804	Q05086
Q5VWQ8	Q99683
P62081	P62753
P18146	Q07092
O00232	P61289
Q15435	Q15750
O43390	Q15428
Q6P1J9	Q9UNN5
O75716	Q9Y675
O43513	Q92731
O60431	P35626
O95467	P47872
Q13200	Q9UKB1
P00519	Q9UL51
P01563	Q08334
P00558	P63104
Q05397	Q13546
P07910	Q13243
Q92979	Q93015
Q13535	Q70CQ2
P40855	Q01453
P04275	P18564
P07737	P60709
Q9HAU4	Q9UBK9
P16144	Q9NVD7
Q16236	Q9P2K8
P01106	P19447
Q13547	Q8NHZ7
P50613	Q03181
P32248	P52333
P48454	Q92934
O15541	Q9NRM2
P01106	P45983
P61952	Q92633
P22694	Q7Z2W7
P07900	P27540
O75914	P53350
P05129	P62993
P68400	Q13112
P05556	Q05397
P12931	Q96NS5
P13984	P35269
P02686	Q9GZU7
P22681	P46109
O95166	Q32NB8
P49327	Q92597
P40429	P50914
Q14204	Q9Y6K9
O14908	Q9UM54
O95759	Q9HBG4
Q01844	Q86SE5
P27797	Q9UBN6
Q15011	Q9H0E2
Q13098	Q9UDY8
P01241	Q9UKK9
P48736	Q9NSC5
O60282	P61981
P61966	Q9Y6Q5
P31930	Q9Y5M8
P0CG48	Q15038
P62330	Q8N766
P68104	Q13315
Q7Z794	Q9UBC1
Q02045	Q7Z406
P04085	Q02763
P01241	Q96FW1
P10074	Q9NPJ4
P08514	Q9Y4G6
P01241	P11586
O95622	Q9NZT1
P50148	Q9UP65
O00505	P30480
P04637	P09429
Q07889	Q96L33
P37802	Q96BK5
Q96HR3	Q9NPJ6
P15374	Q9H078
P29459	Q14626
P22607	Q9Y4K3
O75716	Q93063
Q13228	Q9Y2S7
P05060	P12236
Q9UHV9	Q9Y478
Q9HCE7	Q9NWT1
P05787	P62316
P12830	Q92597
Q15008	Q9Y4K3
Q02223	Q13077
O00429	P16298
Q14676	Q96RU2
Q12931	Q99459
P56747	P78369
P46108	Q92569
O60664	O94955
P21246	Q9Y3C0
P16989	P28482
P13645	P31749
P20941	P38405
P05121	P08246
P52735	Q58F21
P22061	Q9H1Y0
P04899	Q96PN6
P08572	P26012
P05106	P60709
O00220	Q96P48
P46776	P46779
P28562	P31152
P21741	P31431
P25205	Q14566
O95467	Q96RI0
O15287	Q06547
P14784	P29353
Q15116	Q9NZQ7
P07996	P17301
P34931	P45984
P18545	Q13956
P01106	P43405
Q86V81	Q9BUJ2
P15172	P41134
P51828	P63092
Q13485	Q9UI36
Q99547	Q9UKR5
Q5VYS4	Q9Y4K3
Q9Y250	Q9Y535
P49792	P52952
P12111	P18827
P05106	P10451
O14920	O75688
Q05516	Q16828
O76071	P35606
P84103	Q9UBU9
P11229	P59768
P01241	Q16740
Q14573	Q9UM73
O15297	P05412
A8TX70	Q05397
A1A4S6	P62745
P28702	Q15788
P04637	Q16659
A8K6C2	Q13651
O75582	P01106
P62263	Q9Y3D8
P19256	Q9UGN5
O95295	P04278
P06241	Q6S5L8
P24941	P30086
P13196	P42338
P04435	P07766
Q15796	Q8WXI9
P05556	P05997
Q99558	Q9BVA1
P40937	Q5T3J3
P67870	P68400
O95257	P52943
P13637	Q13976
O60551	P10415
P08588	P63092
O43561	Q92835
P62993	Q5H9R7
O14924	P05556
O75084	Q93098
P19438	Q06124
O14775	P48051
P05783	P15924
P60891	Q9H8Y8
P63104	Q99959
Q4G163	Q9Y297
P36897	Q9UII6
P25440	Q9NXR8
P04156	Q969H4
P10911	P35241
P19838	Q00005
O00410	O95166
O14798	Q8N5W9
P05386	P32969
Q13422	Q96CW1
P07900	Q14164
O60262	Q9Y272
P22607	Q92913
P00338	P08238
Q8NFJ9	Q9UPT5
P14598	P35228
Q13237	Q9UPR5
P46937	Q96J02
Q15672	Q92831
O75131	Q13573
Q96BD5	Q9P0W2
P33993	P49736
P29317	P46109
P41221	Q9UP38
P28340	P43360
O43169	P30480
Q07869	Q9BT22
P08912	P84996
O43586	Q9UJX6
O95466	P63000
P63000	Q13490
P78368	Q9H6R7
P53708	Q92752
Q13227	Q9BQ87
Q15365	Q9P2S5
O60260	Q13155
P05107	Q9NQ30
P05113	Q99062
P26992	Q13191
Q5T3J3	Q9Y6H6
P01566	P19838
Q9BVA1	Q9Y4K3
Q14192	Q9NYA1
P22607	Q12789
Q96NX5	Q9NZT1
Q8NFH3	Q9NRG9
P51991	Q15428
P61626	Q38SD2
P04278	P63267
Q08881	Q9UM73
P01308	P22607
Q13255	Q9NSB8
P00533	Q9H201
P10644	Q15796
P16220	Q86YR7
O75486	Q9Y4A5
P38405	Q8NGS0
P56705	Q13467
O00422	P31689
Q96KM6	Q9BUZ4
P01889	Q03252
P49750	Q99873
P06756	P51178
O14827	Q15788
406947	Q13158
P80723	Q6WCQ1
P40425	P42285
P22612	P62955
O15111	P25963
P60709	Q99759
P48764	P98164
P08670	Q9Y6K9
O00445	P19388
P07947	Q9H204
P32121	Q9H2C5
P17081	Q07889
Q9GZR7	Q9Y2X7
Q13237	Q92934
P41182	Q96J92
O15492	Q14344
P01241	P55786
P61586	P63267
P84103	Q96SB4
P25705	P63104
O75643	Q13435
P04141	P78552
P11831	P98177
Q10570	Q6UXN9
Q16891	Q9H8T0
Q13501	Q8NEY8
O95859	Q00604
Q15185	Q9NRG4
P10914	P33076
P54284	P62136
P16220	Q15329
P05423	P52434
P17948	Q92914
P54253	Q6P1W5
Q13573	Q8TF72
Q01113	Q9NPH9
P31947	Q86VP3
O60260	Q8WVB3
Q15672	Q53EL6
P61964	Q16778
Q02363	Q16665
P27986	P61587
O14561	O43678
Q13573	Q9UNM6
P51805	P67870
P46779	P61927
Q16891	Q9BQ95
P01009	P17538
P17612	P40145
P06753	Q05209
Q13432	Q96SN7
P14316	Q00987
P11940	Q58A45
P11912	Q02548
P61964	Q5QNW6
O95072	Q14683
P42345	P62942
O43929	Q7L590
P05771	Q15080
Q13618	Q86VP6
P08708	P62979
P07333	P09038
Q8WWL7	Q9BS18
P41235	Q12955
Q8TC59	Q9UPY3
P35713	Q06413
O14807	P00540
P18146	Q9HAZ1
P00519	P29320
Q92797	Q9UKF6
O43913	Q14566
P34932	Q00613
O15379	Q9BQ87
Q15291	Q9C005
P55769	Q9BUQ8
P21731	P29992
O00459	P10747
Q92925	Q9H9P5
P31943	P49642
P05771	Q12879
P37802	Q9UET6
P62158	Q14012
O14717	Q7L5N1
P21802	Q99962
P05106	Q9UKX5
P25440	Q9H2F5
P47902	P49715
Q96H20	Q9GZT8
P49207	P62750
P62328	Q8WWQ8
Q96L91	Q9H2F5
Q13077	Q15326
P46531	Q86UW9
O95777	Q16342
P22301	Q13261
P62987	P84098
Q9P031	Q9Y4K3
P18621	Q9UKV8
O43295	Q92558
P31785	Q8WYR1
P01111	P51812
P26045	Q9BZL6
P53779	Q12933
P06400	Q96GD4
P26368	P61978
P01106	Q9NXS3
P61981	Q92574
Q13315	Q9NZC9
P16871	P48643
Q14209	Q99856
Q16576	Q9H160
P01106	Q15121
Q6UXL0	Q969D9
P13747	Q07444
P48736	Q08881
P42704	Q9Y5J5
P62136	Q13555
P49792	Q6EEV6
P19387	Q6P1J9
P25116	P59768
O75943	P55769
P10276	P35558
P38405	Q8NGZ3
P30414	Q15287
P49411	P56537
O60674	P40763
P16234	Q92914
Q02156	Q15842
P05230	P68400
Q9Y3A3	Q9Y3C7
P04637	P28360
P08631	P42684
P42704	P43360
O15169	Q13522
P02768	P35030
P18146	Q9Y4K3
Q7Z4P5	Q9H2X0
P25788	Q13177
P53355	Q15172
P23588	Q9UKV8
P01241	Q96DZ1
O14929	Q9H0Y0
P00533	Q9GZV9
P41091	P49770
P29590	Q05516
Q13404	Q6ZNA4
P51610	Q99879
P18146	P60568
P22612	P35222
P09769	Q6S5L8
P08670	P10144
P00533	P49765
P62308	Q15428
Q5VTD9	Q96EY1
P30279	P49841
P60174	Q15047
P60709	P63000
P32121	Q8NGL0
P01579	P40763
P12318	Q8N6C8
P05129	P08754
P31749	P42574
P12236	Q12873
O75508	Q8N7P3
Q09472	Q15796
A6NMZ7	Q9HCN6
Q9Y228	Q9Y6E0
P34903	Q9H0R8
Q15147	Q9ULW2
P01106	P49720
P38405	Q8NGB6
Q14134	Q8TES7
P45984	Q15750
P27361	Q9Y603
Q13009	Q92730
P17844	P50616
P25025	Q92583
O14640	Q9NPB6
O15245	P08047
406886	P05231
P06239	Q13588
P35354	Q13164
P04406	P38936
O14807	O43374
P32927	Q9UBD9
P10070	Q9Y297
P01571	P15260
P61247	P62753
Q96KQ7	Q9P2R6
Q15078	Q96EP1
P01579	P14902
P43364	Q96DC9
Q13404	Q99496
O75251	O95298
P12004	P30281
P02489	P04792
O15111	P30086
O60674	Q14469
P01282	P27487
P01019	P30556
P59998	P63261
